SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost","Sale Price",MS,FZ,MG,MD
FLX-SAM-1353,"Samsung Galaxy S6 G920A Charging Port Flex Cable",25.00,6.88,0.15,3.66,0.0000,6.19,12.99,4.48,7.99
SRN-MOT-636,"Motorola Moto X XT1058 XT1060 LCD With Digitizer - Black",0.00,0.00,0.00,0.00,0.0000,44.89,34.99,,40.99
SRN-MOT-637,"Motorola Moto X XT1058 XT1060 LCD With Digitizer White",0.00,0.00,0.00,0.00,0.0000,44.89,49.99,0.00,40.99
SRN-MOT-638,"Motorola Moto E 2nd Gen XT1505 XT1511 XT1524 XT1527 XT1528 LCD With Digitizer - Black",85.00,6.85,2.17,12.73,0.0000,18.99,21.99,17.99,20.99
APL-001-2085,"LCD Touch Screen Digitizer Assembly for iPhone 5S White with Tempered Glass (Economy)",13.00,1.00,0.00,13.00,0.0000,13.50,19.99,19.90,18.99
SRN-MOT-639,"Motorola Droid Ultra Droid Maxx XT1080 XT1080M LCD With Digitizer and Frame - Black",320.00,6.88,8.55,47.75,0.0000,60.00,59.99,55.98,64.99
SRN-SAM-1317,"Samsung Galaxy Mega 2 SM-G750 LCD Screen",150.00,6.32,7.14,24.86,0.0000,,19.99,20.95,
SRN-LGM-575,"LCD + Touch Screen Digitizer with Frame for LG Optimus G2 D800 D801 B29 - Black",180.00,6.85,7.23,27.33,0.0000,37.79,0.00,,42.99
APL-001-2080,"LCD and Touch Screen Digitizer Assembly for iPhone 5S SE White (Premium)",20.00,1.00,0.00,20.00,0.0000,19.99,32.49,22.98,26.99
FLX-SAM-1352,"Samsung Galaxy Note 4 LCD Touch Screen Tester Flex Cable",12.00,6.12,2.16,2.31,0.0000,4.49,,,4.99
FLX-SAM-1354,"Samsung Galaxy S6 G920P Charging Port Flex Cable",30.00,6.82,0.90,4.53,0.0000,6.19,12.99,5.89,7.99
FLX-SAM-1355,"Charging Port Flex Cable for Galaxy S6 Edge G925A",30.00,6.88,3.53,4.87,0.0000,5.85,12.99,5.95,8.99
FLX-SAM-1356,"Charging Port Flex Cable for Galaxy S6 Edge G925T",30.00,6.88,3.53,4.87,0.0000,5.85,12.99,5.95,9.99
FLX-SAM-1357,"Charging Port Flex Cable for Galaxy S6 Edge G925P",30.00,6.82,0.90,4.53,0.0000,5.85,12.99,5.89,9.99
FLX-LGM-582,"LG Optimus G2 LS980 Charging Port Headphone Jack Volume Flex",30.00,6.32,0.00,4.75,0.0000,12.98,,10.50,11.49
SRN-MOT-641,"Motorola Moto G XT1031 XT1032 XT1033 LCD Touch Screen Assembly w/ Frame Black",120.00,6.88,5.33,18.22,0.0000,29.50,36.99,26.99,
TAB-SRN-656,"Acer Iconia Tab A3-A10 A3-A11 Touch Screen Digitizer",120.00,6.30,8.21,20.35,0.0000,,,22.99,
APL-003-1552,"iPad Mini 3 Home Button Flex ",0.00,0.00,0.00,0.00,0.0000,,,0.99,
APL-001-2089,"LCD and Touch Screen Digitizer Assembly for iPhone 5C - Black (Premium)",20.00,1.00,0.00,20.00,0.0000,19.99,32.49,22.98,26.99
APL-001-2090,"LCD and Touch Screen Digitizer Assembly for iPhone 5S SE - Black (Premium) ",20.00,1.00,0.00,20.00,0.0000,19.99,32.49,22.98,26.99
APL-001-2091,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - Black (Premium)",27.00,1.00,0.55,27.55,0.0000,33.50,51.49,40.50,49.99
APL-001-2092,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium)",27.00,1.00,0.55,27.55,0.0000,33.50,51.49,40.50,49.99
APL-001-2093,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus - Black (Premium)",51.00,1.00,0.55,51.55,0.0000,52.00,82.99,60.98,79.99
APL-001-2094,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus - White (Premium)",51.00,1.00,0.55,51.55,0.0000,52.00,82.99,60.98,79.99
FLX-SAM-1377,"Samsung Galaxy Note 5 Rear Camera Flex Cable",55.00,6.60,1.44,8.55,0.0000,12.99,14.99,11.99,8.99
APL-003-1563,"iPad Mini 4 Charging Port Flex Cable",25.00,6.30,3.65,4.55,0.0000,3.89,9.99,2.99,4.99
APL-003-1564,"Power and Volume Button Flex Cable for iPhone 6s",18.00,6.85,0.69,2.73,0.0000,3.99,9.99,3.49,4.99
FLX-SAM-1363,"Samsung Galaxy S6 Edge Plus G928A Charging Port Flex Cable",25.00,6.88,0.15,3.66,0.0000,6.79,,5.99,7.99
APL-002-6371,"iPhone 5S Front Middle Frame Bezel LCD Holder - White",4.00,6.60,1.38,0.82,0.0000,,4.99,0.80,
FLX-SAM-1382,"Samsung Galaxy Note 5 Power Button Flex Cable ",5.00,6.82,0.90,0.87,0.0000,2.49,4.99,1.48,1.49
APL-003-1557,"Loudspeaker for iPhone 5c",12.00,6.85,1.23,1.93,0.0000,1.39,7.99,1.50,2.99
SRN-LGM-577,"LCD + Touch Screen Digitizer for LG Optimus G2 D800 D801 B29 - White",155.00,6.85,2.25,22.96,0.0000,33.95,0.00,33.98,36.99
FLX-SAM-1360,"Samsung Galaxy S5 Replacement Loudspeaker",3.00,6.32,8.95,1.89,0.0000,2.66,4.99,0.98,1.99
APL-001-2117,"LCD Touch Screen Digitizer Assembly for iPhone 5 Black with Tempered Glass (Economy)",95.00,6.70,4.42,14.84,0.0000,,,18.90,15.99
FLX-SAM-1383,"Samsung Galaxy Note 5 Vibration Motor",5.00,6.30,2.07,1.12,0.0000,4.29,,1.50,1.99
FLX-SAM-1364,"Samsung Galaxy S6 Edge Plus G928T Charging Port Flex Cable",25.00,6.85,2.17,3.97,0.0000,6.79,,6.99,7.99
APL-001-2123,"Front Screen Glass for iPhone 6s Plus White",11.00,6.50,2.74,2.11,0.0000,2.75,7.99,4.99,5.49
APL-003-1567,"Vibrator Motor for iPhone 6s",10.00,6.85,1.69,1.71,0.0000,2.45,7.99,1.99,3.99
APL-002-6370,"iPhone 5S Front Middle Frame Bezel LCD Holder - Black",4.00,6.60,1.38,0.82,0.0000,,2.99,0.80,
FLX-SAM-1381,"Samsung Galaxy Note 5 Earpiece Speaker",15.00,6.85,0.69,2.29,0.0000,4.94,9.99,4.50,5.99
APL-001-2120,"Front Screen Glass for iPhone 6s Black",10.00,6.60,1.38,1.72,0.0000,2.50,7.99,1.50,7.99
APL-003-1554,"iPhone 4 Replacement Headphone Jack Flex Cable - White - GSM",6.00,6.32,2.01,1.27,0.0000,2.99,,,1.49
APL-001-2108,"iPhone 6 LCD Backlight Film Replacement (Premium)",18.00,6.46,2.08,3.11,0.0000,3.79,,2.99,5.99
APL-003-1555,"iPhone 4 Replace Headphone Jack Flex Cable - White - CDMA",10.00,6.32,2.01,1.90,0.0000,,,,0.99
SRN-LGM-576,"LG G3 D850 D851 D855 VS985 LS990 LCD Digitizer Assembly - Black",290.00,6.88,9.56,43.54,0.0000,52.75,52.99,51.98,63.99
FLX-SAM-1368,"Samsung Galaxy S6 Edge Plus Front Camera Flex Cable",15.00,6.30,2.07,2.71,0.0000,3.79,,2.99,1.99
APL-003-1570,"Rear Camera for iPhone 5c",15.00,6.82,0.90,2.33,0.0000,5.95,9.99,4.45,5.99
APL-003-1568,"Apple iPad Mini 4 Power Button Flex Cable",8.00,6.88,1.36,1.36,0.0000,3.25,7.99,3.50,
APL-003-1566,"Home Button Flex Cable for iPhone 6s and 6s Plus",5.00,6.88,1.13,0.89,0.0000,,,1.95,2.99
APL-001-2111,"iPhone 5 LCD Backlight Film Replacement",8.00,6.43,0.36,1.30,0.0000,2.25,2.99,,4.99
APL-001-2107,"iPhone 6 Plus LCD Backlight Film Replacement (Premium)",20.00,6.43,0.36,3.17,0.0000,4.10,,,6.99
TAB-SRN-666,"Samsung Galaxy Tab 4 10.1 LCD - SM-T530",160.00,6.82,7.35,24.54,0.0000,,37.99,,34.99
FLX-SAM-1359,"Samsung Galaxy S5 Replacement Ear Speaker",3.00,6.32,8.95,1.89,0.0000,1.45,,0.99,1.99
FLX-SAM-1358,"Samsung Galaxy S4 Replace Loudspeaker i545/L720 (Verizon/Sprint)",10.00,6.32,8.95,3.00,0.0000,2.99,7.99,6.99,
APL-003-1553,"Touch Screen Tester Flex Cable for IPad Mini",15.00,6.32,0.00,2.37,0.0000,7.49,,,0.00
APL-001-2109,"iPhone 5C 5S LCD Backlight Film Replacement (Premium)",8.00,6.43,1.81,1.53,0.0000,2.25,2.99,1.50,4.99
APL-003-1556,"iPhone 4S Replacement Volume Flex w/Headphone Jack - White",7.00,6.50,1.96,1.38,0.0000,3.49,,,1.99
TAB-SRN-665,"Samsung Galaxy Tab 4 7.0 Digitizer - White - SM-T230	",40.00,6.82,7.35,6.94,0.0000,9.00,,14.50,
APL-003-1558,"Vibrator Motor for iPhone 5c",5.00,6.30,1.25,0.99,0.0000,1.49,,1.50,1.99
FLX-SAM-1367,"Samsung Galaxy S6 Edge Plus Rear Camera Flex Cable",50.00,6.82,0.90,7.46,0.0000,12.99,,11.99,8.99
APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",132.00,6.85,3.68,19.81,0.0000,18.00,,,0.00
APL-003-1569,"Apple iPod Touch 4 Charging Port",5.00,6.50,1.96,1.07,0.0000,,,0.99,1.49
APL-001-2112,"LCD Touch Screen Digitizer Assembly for iPhone 5S Black with Tempered Glass (Economy)",13.00,1.00,0.00,13.00,0.0000,13.50,19.99,19.90,18.99
FLX-SAM-1384,"Samsung Galaxy Note 5 Front Camera Flex Cable",15.00,6.30,2.07,2.71,0.0000,3.79,9.99,2.98,3.99
APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",132.00,6.85,3.68,19.81,0.0000,18.00,,,0.00
APL-001-2116,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - Black",21.00,1.00,0.50,21.50,0.0000,26.00,31.49,26.80,26.99
FLX-SAM-1362,"Samsung Galaxy S5 Earpiece Speaker",3.50,6.88,3.53,1.02,0.0000,1.45,,0.99,1.99
FLX-SAM-1385,"Samsung Galaxy Note 5 Loudspeaker",15.00,6.30,2.07,2.71,0.0000,2.99,7.99,1.48,1.99
APL-003-1559,"Rear Camera Module for iPad Mini & iPad Mini 2 & iPad Mini 3 & iPad Air",20.00,6.88,0.15,2.93,0.0000,4.50,9.99,3.99,5.99
APL-003-1562,"iPhone 6/6 Plus Replacement Earpiece Speaker Mesh Part",1.00,6.88,0.15,0.17,0.0000,,2.49,,0.99
FLX-SAM-1361,"Samsung Galaxy Mega 6.3 i9200 i9205 Charging Port/Mic Flex Cable - i9200 i9205",12.00,6.88,3.53,2.26,0.0000,,7.99,2.50,
TAB-SRN-667,"Samsung Galaxy Tab 4 7.0 Touch Screen Digitizer - Black",40.00,6.82,7.35,6.94,0.0000,9.00,,14.50,15.99
BTY-COV-1568,"Samsung Galaxy S6 Edge Plus Rear Battery Cover - Gold Platinum",20.00,6.82,5.88,3.79,0.0000,6.99,,,
APL-001-2133,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – White",640.00,6.70,1.86,95.80,0.0000,69.99,69.99,,37.99
APL-003-1565,"Wi-fi Antenna Flex Cable for iPhone 6s Plus",8.00,6.30,3.65,1.85,0.0000,1.49,,0.98,
FLX-SAM-1374,"Samsung Galaxy Note 5 N920F Charging Port Flex Cable",35.00,6.50,1.22,5.57,0.0000,,12.99,7.99,
FLX-SAM-1376,"Samsung Galaxy Note 5 N920T Charging Port Flex Cable",25.00,6.85,2.17,3.97,0.0000,6.29,10.99,5.99,7.99
FLX-SAM-1370,"Samsung Galaxy S6 Edge Plus Microphone Flex Cable",10.00,6.30,2.07,1.92,0.0000,7.49,,3.00,
FLX-SAM-1371,"Vibrating Motor Samsung Galaxy S6, S6 Edge, S6 Edge Plus and Note 5",5.00,6.43,1.57,1.02,0.0000,4.29,4.99,1.50,0.99
FLX-SAM-1378,"Samsung Galaxy Note 5 Microphone Flex Cable",8.00,6.82,1.80,1.44,0.0000,,,2.50,
FLX-SAM-1365,"Samsung Galaxy S6 Edge Plus G928F Charging Port Flex Cable",28.00,6.50,2.17,4.64,0.0000,7.99,,8.50,
FLX-SAM-1366,"Samsung Galaxy S6 Edge Plus Sim Card Tray - Gold",15.00,6.50,0.83,2.44,0.0000,3.30,,2.50,
FLX-SAM-1373,"Samsung Galaxy Note 5 N920A Charging Port Flex Cable",30.00,6.85,2.17,4.70,0.0000,6.29,12.99,5.50,8.99
BTY-COV-1569,"Samsung Galaxy S6 Edge Plus Rear Battery Cover - Black Sapphire",30.00,6.82,0.90,4.53,0.0000,6.99,,,
APL-001-2121,"Front Screen Glass for iPhone 6s White",10.00,6.60,1.38,1.72,0.0000,2.50,7.99,1.50,5.49
FLX-SAM-1372,"Samsung Galaxy S6 Edge Plus Earpiece Speaker",8.00,6.43,1.57,1.49,0.0000,1.90,,1.98,1.99
APL-001-2132,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – Black",640.00,6.70,1.86,95.80,0.0000,69.99,69.99,,37.99
APL-001-2134,"LCD and Digitizer Assembly for iPhone 6S Plus Standard - Black",700.00,6.85,8.29,103.40,0.0000,,114.99,120.50,37.99
APL-001-2135,"LCD and Digitizer Assembly for iPhone 6S Plus Standard - White",700.00,6.85,8.29,103.40,0.0000,,114.99,120.50,37.99
APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",21.50,1.00,0.50,22.00,0.0000,26.00,31.49,26.80,26.99
APL-003-1571,"Charging Port and Headphone Jack Flex Cable for iPhone 6s – White",25.00,6.88,1.36,3.83,0.0000,5.29,12.99,5.50,8.99
APL-003-1573,"Charging Port and Headphone Jack Flex Cable for iPhone 6s – Gray",20.00,6.88,1.13,3.07,0.0000,5.29,12.99,5.50,8.99
APL-003-1574,"Earpiece Speaker for iPhone 6s",5.00,6.85,0.69,0.83,0.0000,1.89,4.99,1.50,1.99
SRN-SAM-1330,"Samsung Galaxy Note 5 LCD & Digitizer Touch Screen - Blue",1020.00,6.90,9.70,149.23,0.0000,189.99,229.99,212.99,
TAB-SRN-676,"Samsung Galaxy Tab 4 Pro 8.4 SM-T320 SM-T321 Touch Screen Digitizer - White",55.00,6.45,4.49,9.22,0.0000,,14.99,,
SRN-SAM-1341,"Samsung Galaxy S5 Mini G800 G800H LCD + Touch Screen Digitizer with Home Button - Gold",540.00,6.85,6.11,79.72,0.0000,,,90.50,
FLX-HTC-587,"HTC One M8 Charging Port Flex Cable (32GB) AT&T/Verizon",20.00,6.85,2.17,3.24,0.0000,6.59,,6.99,8.99
SRN-SAM-1343,"Samsung Galaxy S5 Active G870 LCD With Digitizer Assembly - Green",800.00,6.85,5.80,117.64,0.0000,,132.99,129.50,149.99
APL-001-2147,"LCD Touch Screen Digitizer Assembly for iPhone 5C Black with Tempered Glass (Economy)",95.00,6.70,5.41,14.99,0.0000,15.00,,19.99,15.99
APL-001-2144,"Apple iPhone 5 LCD and Touch Screen Digitizer Assembly - Black (Premium)",170.00,6.85,3.68,25.35,0.0000,,24.99,22.98,27.99
SRN-SAM-1351,"Samsung Galaxy S5 Active G870 LCD With Digitizer Assembly Grey",590.00,6.90,9.29,86.85,0.0000,138.00,134.99,129.50,149.99
APL-001-2148,"Apple iPad Mini 4 Digitizer Touch Screen - Black",170.00,6.60,5.37,26.57,0.0000,23.00,,,
SRN-LGM-586,"LG Nexus 5X LCD Display and Digitizer - Black",190.00,6.82,8.90,29.16,0.0000,30.50,37.99,29.50,32.99
APL-001-2152,"Apple iPhone 5 LCD and Touch Screen Digitizer (Premium) - White",40.00,6.85,5.56,6.65,0.0000,,24.99,22.98,27.99
APL-003-1575,"Apple iPad Mini 4 Wifi Cable",12.00,6.82,1.40,1.96,0.0000,2.89,7.99,1.50,2.99
APL-003-1576,"Apple iPad Mini 4 GPS Cable",12.00,6.32,2.19,2.25,0.0000,2.89,7.99,3.00,2.99
SRN-SAM-1373,"Samsung Galaxy S6 Edge Plus G928F G928T G928A LCD & Digitizer Touch Screen With Frame Headphone Jack and Charging Port - Silver",1180.00,6.50,0.00,181.54,0.0000,,,221.98,204.99
APL-003-1617,"Apple iPhone 6 External Power, Volume, &amp; Mute Buttons – Silver",6.00,6.85,2.16,1.19,0.0000,1.49,7.99,,1.99
APL-003-1609,"External Buttons for iPhone 6s – Space Gray",7.00,6.85,2.24,1.35,0.0000,,7.99,2.50,
SRN-SAM-1361,"Samsung Galaxy S6 Active G890 LCD and Digitizer - White",950.00,6.89,10.00,139.33,0.0000,195.00,209.99,192.99,
APL-003-1610,"External Buttons for iPhone 6s – Gold",7.00,6.85,2.24,1.35,0.0000,,7.99,1.50,
TAB-SRN-706,"Samsung Galaxy Tab Pro 8.4 T320 Digitizer White",55.00,6.43,0.00,8.55,0.0000,,14.99,,
FLX-SAM-1391,"Samsung Galaxy Mega 6.3 i9200 i527 i9205 Volume Button Connector Flex Cable",4.00,6.32,0.00,0.63,0.0000,,4.99,0.99,
APL-003-1584,"Loudspeaker for iPhone 6s",9.00,6.88,1.13,1.47,0.0000,2.99,9.99,,2.99
APL-003-1628,"Volume and Mute Button Flex Cable With Brackets for iPhone 6s Plus",15.00,6.88,1.36,2.38,0.0000,2.49,7.99,2.98,
SRN-SAM-1362,"Samsung Galaxy S6 Edge+ G928F LCD Display and Digitizer with Frame - Gold",1500.00,6.85,2.25,219.31,0.0000,219.99,,,204.99
APL-003-1615,"Front Camera Assembly for iPhone 6s",16.00,6.88,1.13,2.49,0.0000,5.50,9.99,3.98,5.99
APL-003-1620,"External Buttons for iPhone 6s Plus – Silver",6.00,6.85,3.68,1.41,0.0000,,0.00,,
SRN-SAM-1376,"Samsung Galaxy S6 Edge Plus LCD & Digitizer Touch Screen With Frame G928F G928A G928T - Black Sapphire",1400.00,6.85,2.25,204.71,0.0000,219.99,0.00,243.98,204.99
APL-003-1605,"Home Button Assembly for iPhone 6S & 6S Plus – Silver",10.00,6.88,1.36,1.65,0.0000,2.49,7.99,1.98,2.99
SRN-SAM-1363,"LCD and Touch Screen Digitizer With Frame for Galaxy S6 Edge G925A G925T G925F - Gold Platinum",1000.00,6.85,2.25,146.31,0.0000,185.00,199.99,195.99,219.99
SRN-SAM-1360,"Samsung Galaxy S6 Active G890 LCD With Digitizer - Grey",940.00,6.90,9.29,137.58,0.0000,195.00,204.99,192.99,229.99
APL-003-1588,"Charging Port and Headphone Jack Flex Cable for iPhone 6s Plus – Silver",20.00,6.88,1.36,3.10,0.0000,6.49,12.99,,8.99
APL-003-1618,"Apple iPhone 6 External Power, Volume, &amp; Mute Buttons – Gold",6.00,6.85,2.16,1.19,0.0000,1.49,7.99,,1.49
APL-003-1594,"Loudspeaker for iPhone 6s Plus",15.00,6.88,1.13,2.34,0.0000,3.50,9.99,3.95,2.99
APL-003-1591,"Rear Camera for iPhone 6s Plus",75.00,6.88,1.13,11.07,0.0000,14.99,17.99,14.98,13.99
APL-003-1590,"Apple iPhone 6S Plus WiFi & Bluetooth Antenna",8.00,6.45,2.12,1.57,0.0000,1.49,9.99,0.98,
APL-003-1603,"SIM Card Tray for iPhone 6s Plus – Gold",3.00,6.88,1.36,0.63,0.0000,1.79,4.99,0.95,
APL-003-1593,"Internal screw set for iPhone 6s and 6s Plus",3.00,6.82,1.40,0.65,0.0000,1.99,9.99,1.20,
APL-003-1604,"SIM Card Tray for iPhone 6s Plus – Rose Gold",3.00,6.85,1.69,0.68,0.0000,1.79,4.99,0.95,
APL-003-1598,"External Buttons for iPhone 6s Plus – Gold",6.00,6.85,1.44,1.09,0.0000,,7.99,1.20,
APL-003-1581,"External Pentalobe Screws for iPhone 6s and 6s Plus – Silver",1.00,6.88,1.36,0.34,0.0000,3.99,2.99,1.50,
APL-003-1614,"SIM Card Tray for iPhone 6s – Rose Gold",3.00,6.85,3.68,0.98,0.0000,1.79,,1.99,
APL-003-1612,"SIM Card Tray for iPhone 6s – Space Gray",3.00,6.85,3.68,0.98,0.0000,1.79,4.99,2.50,
APL-003-1582,"External Pentalobe Screws for iPhone 6s and 6s Plus – Rose Gold",1.00,6.85,2.24,0.47,0.0000,3.99,2.99,1.50,
APL-003-1607,"Home Button Assembly for iPhone 6S & 6S Plus – Gold",10.00,6.85,0.69,1.56,0.0000,2.73,7.99,1.98,2.99
APL-003-1613,"SIM Card Tray for iPhone 6s – Gold",3.00,6.85,2.16,0.75,0.0000,1.79,7.99,0.95,
APL-003-1606,"Home Button Assembly for iPhone 6S & 6S Plus – Space Gray",9.00,6.88,1.13,1.47,0.0000,2.49,7.99,1.98,2.99
APL-003-1589,"Charging Port and Headphone Jack Flex Cable for iPhone 6s Plus – White",20.00,6.88,1.36,3.10,0.0000,6.49,12.99,5.50,7.99
APL-003-1583,"External Pentalobe Screws for iPhone 6s and 6s Plus – Gold",1.00,6.85,1.69,0.39,0.0000,3.99,2.99,1.50,
APL-003-1611,"External Buttons for iPhone 6s – Rose Gold",7.00,6.85,2.24,1.35,0.0000,,7.99,1.99,
APL-003-1585,"Rear Camera for iPhone 6s",55.00,6.88,1.36,8.19,0.0000,7.99,12.99,8.98,8.99
APL-003-1586,"Vibrator Motor for iPhone 6S Plus",6.00,6.82,4.64,1.56,0.0000,2.99,7.99,1.50,1.99
APL-003-1616,"Apple iPhone 6 External Power, Volume, &amp; Mute Buttons – Space Gray",6.00,6.85,2.16,1.19,0.0000,1.49,7.99,0.99,1.99
APL-003-1595,"Apple iPhone 6S Plus Power Button Flex Cable ",23.00,6.85,0.69,3.46,0.0000,3.49,7.99,2.98,4.99
APL-003-1619,"Apple iPhone 6 SIM Card Tray - Gold",3.00,6.85,2.16,0.75,0.0000,1.79,4.99,0.99,
APL-003-1600,"Front Camera Assembly for iPhone 6s Plus",75.00,6.88,1.13,11.07,0.0000,9.49,9.99,3.98,5.99
APL-003-1602,"SIM Card Tray for iPhone 6s Plus – Silver",3.00,6.85,1.69,0.68,0.0000,1.79,7.99,0.95,
APL-003-1599,"External Buttons for iPhone 6s Plus – Rose Gold",7.00,6.85,1.44,1.23,0.0000,,7.99,1.50,
APL-003-1597,"External Buttons for iPhone 6s Plus – Space Gray",6.00,6.85,1.44,1.09,0.0000,,0.00,2.99,
APL-003-1596,"Volume and Mute Button Flex Cable for iPhone 6s Plus",10.00,6.70,2.27,1.83,0.0000,2.49,7.99,2.98,
APL-003-1592,"Earpiece Speaker for iPhone 6S Plus",5.00,6.82,0.90,0.87,0.0000,1.89,4.99,1.80,1.99
APL-003-1587,"Charging Port and Headphone Jack Flex Cable for iPhone 6s Plus – Space Gray",20.00,6.88,1.36,3.10,0.0000,6.49,12.99,,7.99
APL-003-1580,"LCD Shield Plate for iPhone 6s Plus",7.00,6.82,0.90,1.16,0.0000,2.29,7.99,3.98,2.99
APL-003-1622,"SIM Card Tray for iPhone 6s – Silver",3.00,6.50,2.57,0.86,0.0000,1.79,4.99,0.00,
APL-003-1621,"External Buttons for iPhone 6s – Silver",6.00,6.85,2.16,1.19,0.0000,,7.99,1.99,
ACC-ZED-758,"Samsung Galaxy S3 LCD Polarizer",1.00,6.50,1.24,0.34,0.0000,15.00,,,0.49
APL-003-1629,"Power Button Flex Cable with Bracket for iPhone 6s Plus",25.00,6.50,4.46,4.53,0.0000,3.49,7.99,3.50,4.99
FLX-LGM-584,"LG Optimus G2 D800 D801 LS980 Loudspeaker ",6.00,6.85,2.17,1.19,0.0000,3.99,,4.50,2.49
APL-003-1626,"WiFi Antenna Bracket for iPhone 6s Plus",3.00,6.50,4.46,1.15,0.0000,4.99,9.99,0.98,1.99
FLX-SAM-1392,"Samsung Galaxy S6 LCD Tester Flex Cable ",12.00,6.50,2.57,2.24,0.0000,4.49,,,4.99
APL-003-1630,"WiFi and Bluetooth Antenna for iPhone 6s Plus",15.00,6.85,3.80,2.74,0.0000,3.99,9.99,,0.99
APL-003-1627,"Antenna Bracket for iPhone 6s",5.00,6.85,1.44,0.94,0.0000,,,,0.49
APL-003-1633,"iPhone 6 Plus Metal LCD Backplate Shield & Home Extend Flex",8.00,6.90,4.68,1.84,0.0000,1.99,7.49,4.45,
APL-001-2180,"iPAD Mini 3 Digitizer Touch Screen with IC and Home Button White/Silver",95.00,6.82,7.94,15.09,0.0000,19.49,24.99,21.98,21.99
APL-001-2179,"iPAD Mini 3 Digitizer Touch Screen with IC and Home Button Black",95.00,6.82,7.94,15.09,0.0000,19.49,24.99,21.98,21.99
FLX-SAM-1402,"Rear Camera Lens For Note 5 - Gold Platinum",7.00,6.82,1.40,1.23,0.0000,2.29,,0.95,1.99
APL-001-2195,"Digitizer Touch Screen With Home Button for iPad 4 - Black (Premium)",58.00,6.85,6.54,9.42,0.0000,14.99,11.99,12.98,13.99
SRN-SAM-1385,"Galaxy Grand Prime SM-G530 LCD",90.00,6.85,7.23,14.19,0.0000,0.00,19.99,15.98,18.99
APL-001-2184,"LCD with Touch Screen Digitizer for iPad Mini 4 Black",540.00,6.82,8.73,80.46,0.0000,99.50,107.99,95.98,99.99
FLX-HTC-591,"Earpiece Speaker for HTC One M8",4.00,6.85,2.17,0.90,0.0000,,,,1.99
APL-003-1638,"iPhone 6S LCD and Home Button Tester",20.00,6.50,5.71,3.96,0.0000,4.49,7.99,,7.99
FLX-HTC-594,"SD Card Tray for HTC One M8 - Amber Gold",9.00,6.45,2.08,1.72,0.0000,,,1.99,
APL-001-2210,"LCD and Touch Screen Digitizer Assembly for iPhone 6s - Black (Premium)",55.00,1.00,0.00,55.00,0.0000,95.00,107.99,77.95,89.99
FLX-SAM-1395,"Charging Port Flex Cable for Galaxy Note 5 N920V",25.00,6.85,2.17,3.97,0.0000,6.29,12.99,5.99,6.99
APL-003-1640,"Wi-Fi Antenna Flex Cable for iPhone 5s",4.00,6.45,2.08,0.94,0.0000,2.49,7.99,1.50,1.99
FLX-HTC-593,"SIM Card Tray for HTC One M8 - Glacial Silver",9.00,6.45,2.08,1.72,0.0000,,,1.99,
APL-003-1648,"Gold OEM home button for iPhone 5S",8.00,6.88,1.13,1.33,0.0000,1.79,7.99,1.95,2.99
APL-003-1647,"Home Button Rubber Gasket for iPhone 6s &amp; 6s Plus",1.00,6.82,2.24,0.48,0.0000,,1.99,0.80,0.99
SRN-LGM-602,"LG G Stylo LCD Assembly LS770 MS631",295.00,6.88,8.70,44.14,0.0000,,,60.99,55.99
APL-001-2203,"LCD and Touch Screen Digitizer Assembly for iPhone 6S Plus - Black (Premium)",91.00,1.00,0.55,91.55,0.0000,81.50,137.99,114.99,129.99
APL-001-2204,"LCD and Touch Screen Digitizer Assembly for iPhone 6S Plus - White (Premium)",91.00,1.00,0.55,91.55,0.0000,81.50,137.99,114.99,129.99
APL-003-1635,"iPhone 6 and 6 Plus Home Button Flex Cable",5.00,6.88,1.13,0.89,0.0000,,7.99,1.50,2.99
APL-001-2185,"LCD with Touch Screen Digitizer for iPad Mini 4 White",540.00,6.82,8.73,80.46,0.0000,99.50,119.99,95.98,99.99
APL-003-1642,"Front Camera Flex Cable for iPad 3",7.00,6.70,2.17,1.37,0.0000,5.99,7.99,0.00,2.99
FLX-SAM-1403,"Rear Camera Lens for Galaxy S6 Edge - Black Sapphire",7.00,6.88,0.15,1.04,0.0000,,4.99,,1.99
APL-001-2196,"Digitizer Touch Screen With Home Button for iPad 4 - White (Premium)",58.00,6.85,6.54,9.42,0.0000,14.99,11.99,12.98,13.99
FLX-SAM-1396,"Sim Card Tray for Galaxy Note 5 - White Pearl",13.00,6.82,1.80,2.17,0.0000,3.75,,1.99,
APL-001-2201,"Apple iPad Air/iPad 5 Digitizer Touch Screen With Home Button - White (Premium)",80.00,6.88,1.13,11.79,0.0000,17.00,22.99,25.50,19.99
