SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost","Sale Price",MS,FZ,MG,MD
APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",28.00,1.00,0.50,28.50,0.0000,31.50,57.99,34.50,37.99
SRN-SAM-1464,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935A G935T - Gold",0.00,0.00,0.00,0.00,0.0000,295.00,,320.99,359.99
SRN-SAM-1468,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935V G935P - White",0.00,0.00,0.00,0.00,0.0000,295.00,,299.99,
APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",98.00,1.00,0.55,98.55,0.0000,126.50,119.99,116.50,159.99
APL-001-2279,"LCD and Touch Screen Digitizer for iPhone 7 - White (Standard)",98.00,1.00,0.55,98.55,0.0000,126.50,119.99,116.50,159.99
FLX-SAM-1510,"Samsung Galaxy Note 4 N910F N910A N910V N910T N910P Home Button with Touch Sensor Flex Cable - White",0.00,0.00,0.00,0.00,0.0000,4.49,12.99,2.50,7.99
TAB-SRN-752,"Touch Screen Digitizer Replacement for Samsung Galaxy Tab 3 8.0 T311 - Black",0.00,0.00,0.00,0.00,0.0000,12.49,,0.00,
TAB-SRN-750,"Touch Screen Digitizer Replacement for Samsung Galaxy Tab 3 Lite T111 - Black",0.00,0.00,0.00,0.00,0.0000,,,0.00,
SRN-LGM-645,"LCD and Digitizer Replacement with Frame for LG G2 VS980 - Black",0.00,0.00,0.00,0.00,0.0000,39.75,59.99,,43.99
SRN-SAM-1466,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935A G935T - Black",0.00,0.00,0.00,0.00,0.0000,295.00,,,359.99
APL-001-2280,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Standard)",164.00,1.00,0.75,164.75,0.0000,,137.99,128.99,159.99
SRN-MOT-675,"LCD and Digitizer Replacement with Frame for Motorola Moto X Pure Edition XT1575 - White",0.00,0.00,0.00,0.00,0.0000,63.50,59.99,50.50,56.99
TAB-SRN-746,"LCD and Digitizer Replacement for Samsung Galaxy Tab S 8.4 T700 - Black",0.00,0.00,0.00,0.00,0.0000,,164.99,,
SRN-SAM-1469,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935V G935P - Black",0.00,0.00,0.00,0.00,0.0000,295.00,,,
TAB-SRN-755,"Touch Screen Digitizer Replacement for Samsung Galaxy Tab 4 8.0 T331 - White",0.00,0.00,0.00,0.00,0.0000,15.00,,21.99,
SRN-MOT-670,"LCD and Digitizer Replacement for Motorola Moto G3 - White",0.00,0.00,0.00,0.00,0.0000,27.89,32.99,20.99,
SRN-MOT-671,"LCD and Digitizer Replacement for Motorola Moto G2 - Black",0.00,0.00,0.00,0.00,0.0000,23.50,32.99,,
SRN-LGM-638,"LCD and Digitizer Replacement with Frame for LG Nexus 5X",190.00,6.70,6.00,29.25,0.0000,35.50,44.99,37.99,37.99
SRN-MOT-679,"LCD and Digitizer Replacement with Frame for Motorola Moto X (2nd Gen) - White",0.00,0.00,0.00,0.00,0.0000,129.99,114.99,106.50,131.99
SRN-MOT-665,"LCD and Digitizer Replacement with Frame for Motorola Droid Turbo XT1254",0.00,0.00,0.00,0.00,0.0000,99.99,,82.50,94.99
APL-001-2298,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - Black",28.00,1.00,0.50,28.50,0.0000,31.50,44.49,34.50,37.99
SRN-LGM-649,"LCD and Touch Screen Replacement with Frame for LG K10 - Black",0.00,0.00,0.00,0.00,0.0000,,0.00,,43.99
SRN-MOT-678,"LCD and Digitizer Replacement with Frame for Motorola Moto X (2nd Gen) - Black",0.00,0.00,0.00,0.00,0.0000,129.99,109.99,,131.99
SRN-MOT-666,"LCD and Digitizer Replacement for Droid Maxx 2 XT1565 - Black",0.00,0.00,0.00,0.00,0.0000,39.49,,0.00,36.99
APL-001-2282,"LCD Touch Screen Digitizer Assembly for iPhone 5 White with Tempered Glass (Economy)",95.00,6.85,1.23,14.05,0.0000,,,18.90,17.99
APL-001-2288,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus White with Tempered Glass (Economy)",185.00,6.70,5.26,28.40,0.0000,,,26.80,0.00
SRN-SAM-1467,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935V G935P - Gold",0.00,0.00,0.00,0.00,0.0000,295.00,,,
FLX-SAM-1506,"Charging Port Replacement for Samsung Galaxy S5 G900F",0.00,0.00,0.00,0.00,0.0000,6.25,,4.50,
SRN-SAM-1462,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935F - White",0.00,0.00,0.00,0.00,0.0000,295.00,,299.99,
SRN-MOT-667,"LCD and Digitizer Replacement for Droid Maxx 2 XT1565 - White",0.00,0.00,0.00,0.00,0.0000,39.49,,31.50,
SRN-SAM-1463,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935F - Black",0.00,0.00,0.00,0.00,0.0000,295.00,,320.99,
APL-001-2289,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus Black with Tempered Glass (Economy)",170.00,6.85,3.68,25.35,0.0000,,,26.80,0.00
SRN-MOT-669,"LCD and Digitizer Replacement for Motorola Moto G3 - Black",0.00,0.00,0.00,0.00,0.0000,27.89,29.99,20.99,30.99
SRN-SAM-1465,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935A G935T - White",0.00,0.00,0.00,0.00,0.0000,295.00,,,
SRN-LGM-641,"LCD and Digitizer Replacement with Frame for LG G4",200.00,6.88,9.56,30.46,0.0000,49.50,0.00,38.50,101.99
FLX-HTC-617,"Rear Camera Replacement for HTC 10",30.00,6.70,1.00,4.63,0.0000,1.30,,15.99,
SRN-LGM-642,"LCD and Digitizer Replacement with Frame for LG G3 - Black",0.00,0.00,0.00,0.00,0.0000,37.79,57.99,56.50,67.99
SRN-LGM-640,"LCD and Digitizer Replacement for LG V10 - Black",0.00,0.00,0.00,0.00,0.0000,105.00,,99.98,120.99
TAB-SRN-747,"LCD and Digitizer Replacement for Samsung Galaxy Tab S 8.4 T700 - White",0.00,0.00,0.00,0.00,0.0000,175.00,162.99,217.99,
TAB-SRN-754,"Touch Screen Digitizer Replacement for Samsung Galaxy Tab 4 8.0 T331 - Black",0.00,0.00,0.00,0.00,0.0000,15.00,,,
SRN-LGM-643,"LCD and Digitizer Replacement with Frame for LG G3 - White",290.00,6.85,5.00,43.07,0.0000,59.75,0.00,56.50,67.99
SRN-LGM-644,"LCD and Digitizer Replacement with Frame for LG G2 VS980 - White",0.00,0.00,0.00,0.00,0.0000,39.75,0.00,,43.99
SRN-MOT-676,"LCD and Digitizer Replacement with Frame for Motorola Moto X Play - Black",0.00,0.00,0.00,0.00,0.0000,47.49,42.99,36.48,
SRN-MOT-664,"LCD and Digitizer Replacement with Frame for Motorola Google Nexus 6",740.00,6.88,3.53,108.07,0.0000,158.00,149.99,132.98,149.99
TAB-SRN-753,"Touch Screen Digitizer Replacement for Samsung Galaxy Tab 3 8.0 T311 - White",0.00,0.00,0.00,0.00,0.0000,12.49,,0.00,
SRN-SAM-1461,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 Edge G935F - Gold",0.00,0.00,0.00,0.00,0.0000,295.00,,320.99,
FLX-SAM-1524,"Home Button Flex Cable for Samsung Galaxy S7 - Gold",40.00,6.88,0.15,5.84,0.0000,13.89,12.99,14.98,9.99
SRN-SAM-1479,"Samsung Galaxy Note 5 LCD & Digitizer Touch Screen with Frame N920P - White Pearl ",130.00,1.00,2.00,132.00,0.0000,,,,0.00
SRN-SAM-1474,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 G930A G930T - White ",0.00,0.00,0.00,0.00,0.0000,142.50,,,
SRN-SAM-1499,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S7 Active - Green",0.00,0.00,0.00,0.00,0.0000,,,,270.99
FLX-SAM-1509,"Samsung Galaxy Note 5 Home Button Flex Cable - Silver Titanium",75.00,6.70,1.14,11.36,0.0000,,,,10.99
SRN-SAM-1490,"Samsung A7 A7000 A700F LCD Touch Screen Assembly Gold",0.00,0.00,0.00,0.00,0.0000,85.00,,,
SRN-SAM-1488,"LCD With Digitizer Assembly For Samsung Galaxy S7 Edge - Silver",1230.00,6.88,6.02,179.65,0.0000,0.00,299.99,259.99,
APL-001-2325,"LCD and Touch Screen Digitizer Replacement for Apple iPad Pro 9.7 (Standard) - Black",1080.00,6.88,1.13,157.14,0.0000,199.50,204.99,208.50,219.99
FLX-HTC-618,"Front Camera Replacement for HTC 10",0.00,0.00,0.00,0.00,0.0000,,,9.99,
SRN-SAM-1503,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Silver",106.00,1.00,1.03,107.03,0.0000,,169.99,143.50,169.99
SRN-SAM-1500,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S7 Active - Gold",0.00,0.00,0.00,0.00,0.0000,,,,270.99
APL-001-2326,"LCD and Touch Screen Digitizer Replacement for Apple iPad Pro 9.7 (Standard) - White",1080.00,6.88,1.13,157.14,0.0000,199.50,204.99,208.50,219.99
FLX-HTC-614,"Power Button Flex Cable Replacement for HTC 10",0.00,0.00,0.00,0.00,0.0000,2.49,,2.99,
FLX-HTC-615,"Loudspeaker Replacement for HTC 10",0.00,0.00,0.00,0.00,0.0000,,,3.99,
SRN-LGM-669,"LCD and Touch Screen Digitizer with Frame Replacement for LG Tribute HD - White",0.00,0.00,0.00,0.00,0.0000,,,40.99,48.99
BTY-COV-1692,"Back Glass for Galaxy S7 Edge - White",30.00,6.88,5.33,5.14,0.0000,,24.99,17.50,14.99
SRN-LGM-652,"LCD and Touch Screen Replacement for LG G4 Stylus - H631 MS631 H635 H540 H630D H542",290.00,6.85,7.23,43.39,0.0000,,,58.98,
APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - White",40.00,1.00,0.75,40.75,0.0000,44.50,54.99,48.50,52.99
FLX-SAM-1525,"Home Button Flex Cable for Samsung Galaxy S7 - White",40.00,6.88,0.15,5.84,0.0000,,12.99,14.98,9.99
FLX-SAM-1535,"Front Camera Flex Cable for Samsung Galaxy S7/S7 Edge",9.00,6.82,2.24,1.65,0.0000,4.00,9.99,2.98,3.99
APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",15.00,1.00,0.00,15.00,0.0000,18.00,24.99,20.50,23.99
APL-003-1705,"Front Camera Proximity Sensor Replacement for iPhone 7",95.00,6.88,1.13,13.97,0.0000,17.50,44.99,20.98,20.99
APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",15.00,1.00,0.00,15.00,0.0000,18.00,24.99,20.50,23.99
SRN-LGM-675,"LCD and Touch Screen Digitizer Replacement with Frame for LG K7/Tribute 5 - Black",175.00,6.88,9.56,26.83,0.0000,,0.00,,
APL-003-1704,"Rear Camera Replacement for iPhone 7",130.00,6.82,2.24,19.39,0.0000,18.50,34.99,20.98,19.99
FLX-SAM-1511,"Samsung Galaxy Note 8.0 GT N5100 N5110 Dock Connector Charging Port",15.00,6.85,1.23,2.37,0.0000,,,3.99,
APL-003-1701,"Charging Port Replacement for iPhone 7 - White",30.00,6.82,2.11,4.71,0.0000,9.50,14.99,8.98,9.99
APL-003-1703,"Charging Port Replacement for iPhone 7 - Grey",30.00,6.82,2.11,4.71,0.0000,9.50,14.99,8.98,9.99
APL-003-1702,"Charging Port Replacement for iPhone 7 - Black",30.00,6.82,2.11,4.71,0.0000,9.50,14.99,8.98,9.99
APL-003-1707,"Loudspeaker Replacement for iPhone 7",28.00,6.88,1.13,4.23,0.0000,4.25,17.99,5.50,6.99
SRN-LGM-651,"LCD and Touch Screen Replacement with Frame for LG K10 - Gold",0.00,0.00,0.00,0.00,0.0000,,0.00,,
APL-003-1706,"Earpiece Speaker Replacement for iPhone 7",13.00,6.82,2.24,2.23,0.0000,2.79,7.99,2.99,3.99
FLX-SAM-1539,"Vibration Motor for Samsung Galaxy S7/S7 Edge",5.00,6.88,0.15,0.75,0.0000,,4.99,0.95,1.99
FLX-SAM-1542,"Rear Camera Lens Replacement for Samsung Galaxy S7 - Silver",7.00,6.88,0.15,1.04,0.0000,3.29,,,
APL-003-1708,"Loudspeaker Replacement for iPhone 7 Plus",100.00,6.85,1.69,14.85,0.0000,15.50,29.99,14.98,14.99
APL-003-1709,"Power and Volume Button Flex Cable Replacement for iPhone 7 Plus",55.00,6.82,2.24,8.39,0.0000,7.50,21.99,7.50,8.99
SRN-LGM-648,"LCD and Touch Screen Replacement with Frame for LG V20 - Black",540.00,6.88,9.56,79.88,0.0000,,99.99,95.98,105.99
FLX-HTC-616,"Headphone Jack Replacement for HTC 10",0.00,0.00,0.00,0.00,0.0000,,,8.99,
FLX-SAM-1529,"Home Button Flex Cable for Samsung Galaxy S7 Edge - White",40.00,6.88,0.15,5.84,0.0000,0.00,12.99,20.95,23.49
APL-003-1717,"Home Button Replacement for iPhone 7/7 Plus - Gold",55.00,6.82,2.11,8.37,0.0000,9.99,,,10.99
APL-003-1727,"Home Button Replacement for iPad Pro 12.9 - Gold",16.00,6.85,0.00,2.34,0.0000,4.49,,,9.99
FLX-SAM-1517,"Samsung Galaxy Note 5 N920 Antenna",0.00,0.00,0.00,0.00,0.0000,5.93,,1.48,
APL-001-2311,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - Black",40.00,1.00,0.75,40.75,0.0000,44.50,54.99,48.50,52.99
FLX-SAM-1523,"Home Button Flex Cable for Samsung Galaxy S7 - Black",60.00,6.82,2.24,9.13,0.0000,13.89,17.99,14.98,10.99
FLX-LGM-626,"Front Camera Flex Cable for LG V20",0.00,0.00,0.00,0.00,0.0000,,12.99,10.99,
FLX-LGM-625,"Secondary Rear Camera Flex Cable for LG V20",0.00,0.00,0.00,0.00,0.0000,,12.99,10.50,
FLX-SAM-1537,"Rear Camera Flex Cable for Samsung Galaxy S7 Edge",100.00,6.88,0.15,14.56,0.0000,21.50,27.99,20.98,26.99
FLX-SAM-1527,"Home Button Flex Cable for Samsung Galaxy S7 Edge - Black",70.00,6.85,0.69,10.32,0.0000,,14.99,20.95,20.99
APL-003-1723,"Home Button Replacement for iPad Pro 9.7 - White",45.00,6.85,0.00,6.57,0.0000,,,7.99,
APL-003-1720,"Home Button Replacement for iPhone 7/7 Plus - Rose Gold",55.00,6.82,2.11,8.37,0.0000,11.99,,,10.99
FLX-SAM-1533,"Volume Button Flex Cable for Samsung Galaxy S7",8.00,6.88,0.15,1.18,0.0000,3.29,9.99,3.50,3.99
FLX-SAM-1521,"Charging Port Replacement for Samsung Galaxy S7 G930P",0.00,0.00,0.00,0.00,0.0000,9.00,,,7.99
SRN-SAM-1498,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy S7 Active - Grey",0.00,0.00,0.00,0.00,0.0000,,,,270.99
FLX-SAM-1540,"Rear Camera Lens Replacement for Samsung Galaxy S7 - White",7.00,6.85,0.69,1.12,0.0000,,7.99,1.98,1.99
FLX-SAM-1532,"Power Button Flex Cable for Samsung Galaxy S7 Edge",8.00,6.88,0.15,1.18,0.0000,3.39,,4.50,3.99
FLX-SAM-1538,"Earpiece Speaker Assembly for Samsung Galaxy S7/S7 Edge",6.00,6.88,0.15,0.89,0.0000,2.29,7.99,0.90,1.99
APL-003-1725,"Home Button Replacement for iPad Pro 12.9 - Black",16.00,6.85,0.00,2.34,0.0000,4.49,,,5.99
FLX-SAM-1530,"Home Button Flex Cable for Samsung Galaxy S7 Edge - Silver",40.00,6.88,0.15,5.84,0.0000,,12.99,20.95,
SRN-SAM-1506,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 J710 (2016) - Gold",460.00,6.88,8.70,68.13,0.0000,108.00,107.99,99.99,
FLX-SAM-1534,"Volume Button Flex Cable for Samsung Galaxy S7 Edge",8.00,6.88,0.15,1.18,0.0000,3.39,,2.45,2.49
SRN-LGM-660,"LCD and Touch Screen Digitizer with Frame for LG Phoenix 2 - Black",0.00,0.00,0.00,0.00,0.0000,,,37.48,44.99
FLX-SAM-1520,"Charging Port Replacement for Samsung Galaxy S7 G930T",0.00,0.00,0.00,0.00,0.0000,9.00,,,7.99
FLX-SAM-1519,"Charging Port Replacement for Samsung Galaxy S7 G930A",0.00,0.00,0.00,0.00,0.0000,9.00,,,7.99
APL-003-1719,"Home Button Replacement for iPhone 7/7 Plus - White",48.00,6.88,1.13,7.14,0.0000,9.99,,,10.99
SRN-SAM-1504,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 J710 (2016) - Black",460.00,6.88,8.70,68.13,0.0000,108.00,94.99,99.99,
SRN-LGM-665,"LCD and Touch Screen Digitizer with Frame for LG Leon - Black",0.00,0.00,0.00,0.00,0.0000,,34.99,27.95,
FLX-SAM-1531,"Power Button Flex Cable for Samsung Galaxy S7",8.00,6.88,0.15,1.18,0.0000,3.39,9.99,3.50,3.99
SRN-LGM-668,"LCD and Touch Screen Digitizer with Frame Replacement for LG Tribute HD - Black",0.00,0.00,0.00,0.00,0.0000,,,40.99,50.99
SRN-SAM-1502,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge - White",1310.00,6.89,11.76,191.84,0.0000,,,259.99,
FLX-SAM-1541,"Rear Camera Lens Replacement for Samsung Galaxy S7 Edge - White",7.00,6.85,0.69,1.12,0.0000,,7.99,1.98,1.99
APL-003-1718,"Home Button Replacement for iPhone 7/7 Plus - Black",48.00,6.88,1.13,7.14,0.0000,11.99,,11.98,9.99
FLX-LGM-624,"Main Rear Camera Flex Cable for LG V20",0.00,0.00,0.00,0.00,0.0000,,24.99,18.99,29.99
SRN-SAM-1505,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 J710 (2016) - White",460.00,6.88,8.70,68.13,0.0000,108.00,112.99,99.99,
APL-003-1726,"Home Button Replacement for iPad Pro 12.9 - White",16.00,6.85,0.00,2.34,0.0000,4.49,,,6.99
APL-001-2328,"LCD and Touch Screen Digitizer Replacement for Apple iPad Pro 12.9 (Standard) - White",1300.00,6.85,0.00,189.78,0.0000,214.99,,209.99,214.99
APL-003-1721,"Rear Camera Replacement Flex Cable for iPhone SE",160.00,6.88,1.36,23.45,0.0000,49.99,32.99,34.98,35.99
APL-003-1728,"Charging Port Replacement for iPad Pro 12.9 (WiFi Version) - Black",25.00,6.85,0.00,3.65,0.0000,,12.99,3.99,4.49
APL-003-1729,"Charging Port Replacement for iPad Pro 12.9 (WiFi Version) - White",25.00,6.85,0.00,3.65,0.0000,,12.99,3.99,
APL-003-1724,"Home Button Replacement for iPad Pro 9.7 - Gold",0.00,0.00,0.00,0.00,0.0000,11.49,12.99,7.99,
APL-003-1730,"Charging Port Replacement for iPhone SE - Black",15.00,6.88,1.13,2.34,0.0000,7.49,12.99,4.50,7.99
APL-003-1731,"Charging Port Replacement for iPhone SE - White",15.00,6.88,1.13,2.34,0.0000,7.49,12.99,4.50,9.99
APL-003-1722,"Home Button Replacement for iPad Pro 9.7 - Black",0.00,0.00,0.00,0.00,0.0000,,,7.99,
APL-001-2327,"LCD and Touch Screen Digitizer Replacement for Apple iPad Pro 12.9 (Standard) - Black",1280.00,6.82,1.80,187.95,0.0000,214.99,249.99,209.99,214.99
SRN-LGM-676,"LCD and Touch Screen Digitizer Replacement With Frame for LG Escape 2 - Black ",130.00,6.85,5.00,19.71,0.0000,,,22.99,28.99
SRN-SAM-1520,"Samsung Galaxy J5 J510 (2016) LCD and Touch Screen Digitizer Replacement - Gold",330.00,6.90,4.68,48.50,0.0000,,,66.99,
FLX-TAB-171,"Samsung Galaxy Tab 3 8.0 T310 Replacement Charging Port",0.00,0.00,0.00,0.00,0.0000,4.49,7.99,3.50,
TAB-SRN-762,"Samsung Galaxy Tab E 9.6 T560 LCD screen with Digitizer - Black",380.00,6.82,4.64,56.40,0.0000,,77.99,25.99,
TAB-SRN-763,"Samsung Galaxy Tab 10.1 P7500 P7510 Touch Screen Digitizer - Black",0.00,0.00,0.00,0.00,0.0000,,,14.98,
SRN-SAM-1521,"Samsung Galaxy J5 J510 (2016) LCD and Touch Screen Digitizer Replacement - White",330.00,6.90,4.68,48.50,0.0000,,,66.99,
SRN-SAM-1518,"Samsung Galaxy J7 Prime G610 LCD and Touch Screen Digitizer Replacement - Black",490.00,6.90,11.76,72.72,0.0000,,79.99,85.99,
SRN-SAM-1519,"Samsung Galaxy J7 Prime G610 LCD and Touch Screen Digitizer Replacement - White",0.00,0.00,0.00,0.00,0.0000,,79.99,,
FLX-SAM-1544,"Samsung Galaxy Mega 6.3 I9200 i527 i9205 i9200  Vibrating Motor ",0.00,0.00,0.00,0.00,0.0000,,4.99,,
FLX-SAM-1545,"Samsung Galaxy Tab 3 8.0 SM T310 Charging Port",5.00,6.82,0.90,0.87,0.0000,0.99,7.99,3.50,
SRN-SAM-1531,"LCD And Touch Screen Digitizer For Samsung Galaxy J7 J700 (2015) - White",540.00,6.90,3.00,78.70,0.0000,95.00,,99.99,
SRN-SAM-1532,"LCD And Touch Screen Digitizer For Samsung Galaxy J7 J700 (2015) - Gold",540.00,6.90,3.00,78.70,0.0000,95.00,117.99,99.99,
SRN-SAM-1530,"LCD And Touch Screen Digitizer For Samsung Galaxy J7 J700 (2015) - Black",540.00,6.90,3.00,78.70,0.0000,95.00,109.00,99.99,124.99
SRN-LGM-692,"LCD and Touch Screen Digitizer for LG G6 - Black",0.00,0.00,0.00,0.00,0.0000,,119.99,,
SRN-LGM-691,"LCD and Touch Screen Digitizer for LG G6 - White",0.00,0.00,0.00,0.00,0.0000,,119.99,,
FLX-SAM-1546,"Samsung S7 Edge Wireless Charging Flex Cable Replacement",15.00,6.88,0.10,2.19,0.0000,6.99,,2.99,7.99
SRN-LGM-693,"LCD and Touch Screen Digitizer for LG G6 - Silver",0.00,0.00,0.00,0.00,0.0000,,119.99,,
