SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
SRN-SAM-252,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,,1.49,,,,,
FLX-LGM-344,3,5.00,6.50,2.29,1.12,3,,3,6.19,9.99,1.99,,,,,,
APL-002-1170,4,4.00,6.82,1.40,0.79,4,3.7900,4,,,,2.99,,,,,
APL-003-1619,1,3.00,6.85,2.16,0.75,1,2.7900,1,1.79,4.99,0.99,,,,,,
BTY-COV-1634,1,70.00,6.46,1.79,11.11,1,2.7900,1,,0.00,,,,,,15.00,14.99
APL-003-0420,5,0.00,0.00,0.00,0.00,5,4.5900,5,,,,1.49,,,,,
SRN-NOK-076,1,260.00,6.88,1.59,38.02,1,2.7900,1,,0.00,,,,,,,
APL-003-0462,5,0.00,0.00,0.00,0.00,5,4.5900,5,1.49,,0.60,,,,,,
FLX-MOT-513,1,4.00,6.85,3.68,1.12,1,2.7900,1,4.69,,,0.99,,,,,
APL-003-0966,6,0.00,0.00,0.00,0.00,6,1.9900,6,2.29,4.99,,,2.06,,,,
FLX-SAM-820,3,10.00,6.88,3.53,1.97,3,,3,,7.99,2.50,,,,,,
APL-003-1274,3,2.00,6.70,1.86,0.58,3,,3,1.99,3.99,0.99,,,,,,
APL-003-1552,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
BKB-MOD-475,1,3.00,6.12,2.90,0.96,1,2.7900,1,,,0.80,,,,,,
APL-003-1358,3,10.00,6.88,0.15,1.48,3,,3,1.99,7.99,1.99,3.99,,,3.50,,
APL-003-1466,5,3.00,6.89,3.15,0.89,5,4.5900,5,1.94,4.99,,,,,,,
FLX-SAM-1000,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,1.99,,,,,,
APL-003-0906,1,3.00,6.88,0.15,0.46,1,2.7900,1,,,,0.49,,,,,
SRN-SAM-1298,1,10.00,6.82,2.31,1.80,1,2.7900,1,,0.00,,5.99,,,,,
BTY-COV-006,1,0.00,0.00,0.00,0.00,1,2.7900,1,,0.00,,1.99,,,,,
FLX-SAM-713,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,1.50,,,,,,
APL-003-1398,4,3.00,6.89,2.07,0.74,4,3.7900,4,,1.99,,,,,,,
BTY-COV-1624,1,25.00,6.89,4.28,4.25,1,2.7900,1,5.99,0.00,,1.99,,,,,
FLX-SAM-1426,1,8.00,6.43,1.83,1.53,1,2.7900,1,,,0.99,,,,,,
APL-003-0228,5,1.50,6.12,1.80,0.54,5,4.5900,5,0.99,,,0.99,,,,,
FLX-HTC-542,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,1.99,,,,,,
FLX-SAM-1400,1,7.00,6.88,3.53,1.53,1,2.7900,1,,,0.95,1.99,1.31,,,,
FLX-MOT-354,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.30,,,,,,
APL-003-0594,1,1.00,6.70,2.17,0.47,1,2.7900,1,3.99,2.99,0.40,,,,,,
FLX-SAM-631,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
SRN-SAM-210,1,330.00,6.85,7.64,49.29,1,2.7900,1,,,0.00,64.99,,,,,
SRN-LGM-651,1,0.00,0.00,0.00,0.00,1,2.7900,1,,0.00,,,,,,,
FLX-LGM-575,1,10.00,6.50,1.36,1.75,1,2.7900,1,1.00,4.99,0.99,1.99,,,,,
APL-003-1302,3,4.00,6.82,1.80,0.85,3,,3,1.79,,1.95,2.99,,,2.00,,
FLX-SAM-916,4,0.00,0.00,0.00,0.00,4,3.7900,4,3.49,,3.50,0.00,,,,,
APL-003-1384,4,10.00,6.70,1.45,1.71,4,3.7900,4,3.00,6.99,1.80,,,,,,6.99
FLX-SAM-138,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-1497,1,2.00,6.85,1.69,0.54,1,2.7900,1,1.49,4.99,0.99,,,,,,
APL-001-0540,9,20.00,6.46,2.08,3.42,9,,9,,,0.99,,,,,,
BTY-COV-152,2,7.00,6.89,2.32,1.35,2,0.9900,2,,,,1.99,,,,,
APL-003-1602,1,3.00,6.85,1.69,0.68,1,2.7900,1,1.79,7.99,0.95,,,,,,
APL-003-1669,1,5.00,6.50,2.93,1.22,1,2.7900,1,15.00,3.49,0.00,,,,,,
FLX-UCP-150,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.40,,,,,,
FLX-SAM-717,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.60,,,,,,
FLX-SNY-018,5,5.00,6.60,2.22,1.09,5,4.5900,5,,,1.99,,,,,,
APL-003-1226,2,11.00,6.31,1.08,1.91,2,0.9900,2,,,,1.49,,,,,
APL-003-0354,5,2.00,6.88,0.15,0.31,5,4.5900,5,2.25,,,3.99,,,,,
FLX-SAM-1343,1,7.00,6.89,8.23,2.21,1,2.7900,1,2.29,4.99,0.95,1.99,,,,,
FLX-MOT-216,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.99,,,,,,
APL-003-0726,5,6.00,6.28,1.87,1.25,5,4.5900,5,0.99,4.99,,1.49,,,,,
APL-003-1156,1,3.00,6.50,1.36,0.67,1,2.7900,1,2.23,4.99,0.99,0.99,,,2.50,,
APL-003-1320,3,6.00,6.12,1.53,1.23,3,,3,1.99,,1.20,1.49,,,,,
FLX-SAM-066,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.50,,,,,,
APL-003-0576,5,1.50,6.89,3.15,0.67,5,4.5900,5,1.09,,0.99,1.99,,,,,
FLX-LGM-514,4,0.00,0.00,0.00,0.00,4,3.7900,4,,3.99,0.99,,,,,,
APL-003-1352,3,2.00,6.43,1.55,0.55,3,,3,0.99,,0.50,,,,,,
BTY-COV-124,2,20.00,6.50,3.35,3.59,2,0.9900,2,,,1.99,,,,,,
BTY-COV-164,3,18.00,6.50,1.79,3.04,3,,3,5.00,0.00,,3.49,,,,,
FLX-MOT-527,1,0.00,0.00,0.00,0.00,1,2.7900,1,1.04,4.99,0.80,2.99,,,,,
FLX-LGM-510,4,24.00,6.12,1.21,4.12,4,3.7900,4,5.99,9.99,,1.49,,,,,
FLX-SNY-042,1,15.00,6.50,3.25,2.81,1,2.7900,1,,0.00,,,,,,,
FLX-SAM-360,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
BTY-COV-346,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.99,,,,,,
FLX-HTC-264,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.50,,,,,,
FLX-SAM-956,4,3.00,6.88,1.59,0.67,4,3.7900,4,1.99,,0.80,0.99,,,,,
APL-003-0840,6,8.00,6.43,0.00,1.24,6,1.9900,6,2.19,7.99,1.80,2.99,2.17,,,5.00,
FLX-HTC-558,5,15.00,6.12,1.50,2.70,5,4.5900,5,,,2.99,,,,,,
APL-003-1068,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.49,,,,,
APL-003-1382,4,10.00,6.88,4.11,2.05,4,3.7900,4,3.00,6.99,1.80,,,,,,6.99
SRN-LGM-629,1,250.00,6.89,8.23,37.48,1,2.7900,1,,0.00,,,,,,,
BTY-COV-178,3,15.00,6.13,4.14,3.12,3,,3,5.00,,1.50,1.49,,,,,
APL-001-1254,5,11.00,6.50,1.24,1.88,5,4.5900,5,2.50,7.99,2.99,4.99,,,,,
FLX-SAM-1360,1,3.00,6.32,8.95,1.89,1,2.7900,1,2.66,4.99,0.98,1.99,,,,,
FLX-UCP-112,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.50,,,,,,
SRN-SAM-156,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-HTC-120,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-1288,3,0.00,0.00,0.00,0.00,3,,3,,,2.00,,,,,,
FLX-SAM-710,2,0.00,0.00,0.00,0.00,2,0.9900,2,5.99,6.99,,0.99,,,,,
APL-003-0222,5,2.00,6.85,0.68,0.39,5,4.5900,5,3.29,,,,,,,,
FLX-MOT-366,4,3.00,6.50,1.66,0.72,4,3.7900,4,2.00,2.99,,,,,,,
FLX-LGM-560,5,0.00,0.00,0.00,0.00,5,4.5900,5,4.79,9.99,,,,,,,
APL-003-1390,4,5.00,6.87,1.56,0.95,4,3.7900,4,,3.99,,,,,,,
APL-003-0960,6,25.00,6.89,1.72,3.88,6,1.9900,6,2.99,7.99,3.80,5.99,,2.20,,4.00,4.99
FLX-SAM-946,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.80,,,,,,
APL-003-1110,1,3.00,6.70,1.86,0.73,1,2.7900,1,,,0.00,0.99,,,,,
APL-003-1304,3,11.00,6.88,1.13,1.76,3,,3,3.29,7.99,2.00,4.99,,,6.00,,4.99
APL-003-1436,5,9.00,6.88,1.13,1.47,5,4.5900,5,2.89,9.99,2.40,2.99,,,,,3.99
APL-003-1298,3,0.00,0.00,0.00,0.00,3,,3,,4.99,,0.99,,,,,
SRN-SAM-1376,1,1400.00,6.85,2.25,204.71,1,2.7900,1,219.99,0.00,246.98,239.99,,,,,
BTY-COV-176,3,8.00,6.50,5.39,2.06,3,,3,,0.00,,1.99,,,,,
APL-003-1561,1,0.50,6.88,0.15,0.09,1,2.7900,1,,2.99,0.50,0.49,,,,,
TAB-SRN-318,1,50.00,6.15,3.05,8.63,1,2.7900,1,12.49,0.00,14.50,,,,,,
BT-BP-30046,1,26.00,6.50,4.07,4.63,1,2.7900,1,,0.00,,,,,,,
FLX-HTC-246,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.49,17.98,,,,
APL-003-0378,5,8.00,6.88,4.11,1.76,5,4.5900,5,4.49,,0.00,2.99,,,,,
APL-003-0522,5,7.00,6.88,1.13,1.18,5,4.5900,5,1.79,7.99,1.68,1.99,1.82,1.99,3.00,4.00,
BKB-MOD-472,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.40,,,,,,
FLX-LGM-448,4,5.00,6.50,1.13,0.94,4,3.7900,4,1.54,,1.50,,,,,,
APL-003-1462,5,1.00,6.85,2.24,0.47,5,4.5900,5,,1.49,0.99,0.99,,,,,
APL-003-1332,3,8.00,6.89,2.21,1.48,3,,3,1.79,7.99,1.95,2.99,,,,,3.99
APL-003-1464,5,2.00,6.50,1.22,0.50,5,4.5900,5,2.99,4.99,1.99,0.99,,,,,2.99
BTY-COV-1570,1,30.00,6.89,2.32,4.69,1,2.7900,1,,0.00,14.45,,,,,,12.99
BTY-COV-148,2,9.00,6.13,1.76,1.76,2,0.9900,2,,,,1.99,,,,,
FLX-SAM-546,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
SRN-HUA-042,1,35.00,6.12,4.04,6.38,1,2.7900,1,,,0.00,,,,,,
FLX-SNY-030,1,15.00,6.43,1.83,2.62,1,2.7900,1,,0.00,,,,,,,
FLX-HTC-484,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.99,,,,,,
APL-001-0564,9,0.00,0.00,0.00,0.00,9,,9,,,0.99,,,,,,
FLX-SAM-888,4,13.00,6.85,0.69,2.00,4,3.7900,4,4.89,,3.50,3.99,,,,,
FLX-SAM-974,4,6.00,6.85,0.69,0.98,4,3.7900,4,4.50,4.99,1.38,0.99,,,,,
APL-003-0625,1,1.00,6.85,3.03,0.59,1,2.7900,1,1.49,1.99,0.60,0.99,,,,,
FLX-LGM-512,4,8.00,6.85,2.17,1.48,4,3.7900,4,,3.99,,,,,,,
APL-003-1238,2,4.00,6.50,1.78,0.89,2,0.9900,2,4.95,7.99,,1.99,,,,,
APL-003-1362,3,1.00,6.70,1.86,0.43,3,,3,3.99,3.99,0.50,,,,,,
SRN-SAM-1310,1,8.00,6.32,1.97,1.58,1,2.7900,1,,,0.00,,,,,,
SRN-MOT-144,1,45.00,6.13,0.00,7.34,1,2.7900,1,,0.00,,,,,,,
BTY-COV-456,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.90,,,,,,
SRN-SAM-1304,1,7.00,6.32,1.97,1.42,1,2.7900,1,,0.00,1.50,,,,,,
FLX-MOT-434,4,30.00,6.85,1.96,4.67,4,3.7900,4,2.50,,,,,,,,
SRN-LGM-643,1,280.00,6.89,5.33,41.41,1,2.7900,1,58.50,0.00,56.50,63.99,,,,,
FLX-NOK-034,4,12.00,6.12,1.50,2.21,4,3.7900,4,,,2.50,,,,,,
FLX-UCP-066,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.99,,,,,
FLX-HTC-450,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-0870,6,18.00,6.88,0.15,2.64,6,1.9900,6,4.00,,1.68,2.99,,,,,5.99
FLX-LGM-170,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.99,,,,,,
FLX-HTC-603,1,5.00,6.46,1.24,0.97,1,2.7900,1,2.29,,0.60,,,,,,
APL-003-0948,6,3.00,6.46,2.54,0.86,6,1.9900,6,,,,0.99,,,,,
APL-003-1280,3,2.00,6.32,0.83,0.45,3,,3,1.99,3.99,,,,,,,
FLX-SAM-744,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.60,,,,,,
APL-002-1166,4,4.00,6.88,4.11,1.18,4,3.7900,4,3.50,,,1.49,,,,,
APL-003-1420,5,2.00,6.89,3.15,0.75,5,4.5900,5,1.94,4.99,0.60,0.99,,,,,
SRN-SAM-186,1,15.00,6.88,0.15,2.20,1,2.7900,1,3.00,0.00,,,,,,,
APL-003-1640,1,4.00,6.45,2.08,0.94,1,2.7900,1,2.49,7.99,1.50,0.99,,,,,
FLX-SAM-998,4,12.00,6.50,1.68,2.10,4,3.7900,4,,,2.99,,,,,,
FLX-SAM-1036,5,5.00,6.30,2.28,1.16,5,4.5900,5,0.99,,0.30,,,,,,
FLX-SAM-306,1,10.00,6.88,0.15,1.48,1,2.7900,1,,,0.80,,,,,,
APL-003-0102,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.30,,,,,,
SRN-NOK-068,5,130.00,6.85,3.85,19.54,5,4.5900,5,,0.00,23.88,26.99,,,,,
SRN-HTC-264,1,25.00,6.13,8.51,5.47,1,2.7900,1,,,0.20,,,,,,
APL-002-6371,1,4.00,6.60,1.38,0.82,1,2.7900,1,,4.99,0.80,,,,,,
FLX-SAM-736,2,5.00,6.85,2.24,1.06,2,0.9900,2,3.49,4.99,1.99,2.99,,,,,
APL-003-0252,5,4.00,6.12,1.53,0.90,5,4.5900,5,1.99,,0.50,0.99,,,,,
FLX-HTC-426,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
SRN-LGM-632,1,160.00,6.89,8.90,24.51,1,2.7900,1,,0.00,,,,,,,
APL-003-1002,6,10.00,6.85,3.80,2.01,6,1.9900,6,4.85,7.99,1.20,2.99,2.59,,,4.00,4.99
FLX-LGM-540,4,7.00,6.50,2.30,1.43,4,3.7900,4,,,0.80,,,,,,
APL-003-0156,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,,1.99,,,,,
APL-003-1314,3,12.00,6.87,1.56,1.97,3,,3,2.39,7.99,2.50,3.99,,,6.00,,
APL-003-1446,5,18.00,6.85,0.69,2.73,5,4.5900,5,3.99,9.99,3.25,5.99,,,6.00,,
APL-003-1530,1,3.00,6.89,1.72,0.69,1,2.7900,1,1.49,2.99,0.80,1.99,,,,,1.99
SRN-SAM-1282,1,10.00,6.82,1.61,1.70,1,2.7900,1,,0.00,2.99,3.99,,,,,
APL-003-0702,5,2.00,6.12,1.80,0.62,5,4.5900,5,,,0.50,2.99,1.46,,,,
BTY-COV-030,1,8.00,6.12,3.96,1.95,1,2.7900,1,,0.00,,,,,,,
FLX-SAM-800,3,8.00,6.89,2.07,1.46,3,,3,,5.99,,2.99,,,,,
FLX-LGM-571,1,5.00,6.88,0.15,0.75,1,2.7900,1,2.99,,0.80,1.99,,,,,
FLX-SAM-1265,1,5.00,6.85,3.68,1.27,1,2.7900,1,,,0.80,,,,,,
FLX-MOT-108,3,0.00,0.00,0.00,0.00,3,,3,1.24,,,,,,,,
FLX-HTC-030,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-HTC-564,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.50,,,,,,
APL-003-1597,1,6.00,6.85,1.44,1.09,1,2.7900,1,,0.00,2.99,,,,,,
