SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
APL-003-1276,3,2.00,6.45,1.48,0.54,3,,3,1.99,3.99,,,,,,,
BTY-COV-200,3,9.00,6.88,6.02,2.18,3,,3,,,2.50,4.99,,,,,
FLX-MOT-136,3,0.00,0.00,0.00,0.00,3,,3,3.08,,0.99,,,,,,
FLX-SAM-1529,1,40.00,6.88,0.15,5.84,1,2.7900,1,0.00,12.99,14.98,23.49,,,,,
FLX-SAM-1545,1,5.00,6.82,0.90,0.87,1,2.7900,1,0.99,7.99,3.50,,,,,,
APL-003-0246,5,1.00,6.88,0.15,0.17,5,4.5900,5,,2.99,,1.99,,,,2.00,
APL-003-1364,3,1.00,6.85,1.44,0.36,3,,3,3.99,3.99,0.50,,,,,,
FLX-SNY-027,1,25.00,6.43,1.83,4.17,1,2.7900,1,,0.00,,,,,,,
APL-003-1286,3,0.00,0.00,0.00,0.00,3,,3,,,0.99,,,,,,
FLX-SAM-1482,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.80,,,,,,
FLX-HTC-440,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.99,,,,,
APL-003-1460,5,2.00,6.85,1.69,0.54,5,4.5900,5,3.99,4.99,0.99,,,,,,2.99
BTY-COV-216,3,8.00,6.50,5.67,2.10,3,,3,,0.00,1.99,1.99,,,,,
APL-003-1198,2,2.50,6.85,1.44,0.58,2,0.9900,2,,,,1.99,,,,,
APL-003-0558,5,2.00,6.70,1.45,0.51,5,4.5900,5,,3.99,,0.99,,,,,
APL-003-0036,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.30,,,,,,
FLX-LGM-346,3,0.00,0.00,0.00,0.00,3,,3,6.19,9.99,1.99,,,,,,
FLX-SAM-618,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-LGM-522,4,6.00,6.28,3.22,1.47,4,3.7900,4,1.24,4.99,0.60,,,,,,
FLX-UCP-072,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.99,,,,,
APL-003-1316,3,1.50,6.89,3.15,0.67,3,,3,0.49,4.99,0.50,0.99,,,,,2.99
SRN-SAM-1281,1,10.00,6.82,2.31,1.80,1,2.7900,1,,0.00,,,,,,,
FLX-SAM-892,4,8.00,6.85,2.17,1.48,4,3.7900,4,3.49,4.99,1.99,2.99,,,,,
FLX-SAM-1340,1,7.00,6.88,0.15,1.04,1,2.7900,1,,4.99,,1.99,0.42,,,,
SRN-LGM-296,4,190.00,6.50,1.72,29.50,4,3.7900,4,39.75,52.99,0.00,,,,,,
APL-003-0402,5,2.00,6.50,1.94,0.61,5,4.5900,5,1.89,,0.30,1.99,,,,,
FLX-HTC-258,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.80,,6.83,,,,
APL-003-1426,5,9.00,6.88,1.13,1.47,5,4.5900,5,2.95,7.99,1.95,2.99,,,8.50,,2.99
BTY-COV-462,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,,0.49,,,,,
FLX-NOK-042,4,0.00,0.00,0.00,0.00,4,3.7900,4,,0.00,,,,,,,
ACC-ZED-758,1,1.00,6.50,1.24,0.34,1,2.7900,1,15.00,,,0.49,,,,,
FLX-SAM-354,1,10.00,6.50,0.00,1.54,1,2.7900,1,,,0.99,,,,,,
APL-003-0876,6,13.00,6.89,2.07,2.19,6,1.9900,6,3.95,7.99,1.99,3.99,6.43,1.49,,4.00,
BTY-SAM-088,5,0.00,0.00,0.00,0.00,5,4.5900,5,4.99,12.99,,5.99,,,6.50,,
FLX-UCP-130,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,,0.49,,,,,
APL-003-1326,3,7.00,6.12,3.64,1.74,3,,3,,,,0.00,,,,,
TAB-SRN-306,5,35.00,6.82,7.35,6.21,5,4.5900,5,12.10,0.00,12.99,,,,,,
FLX-LGM-128,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-1555,1,10.00,6.32,2.01,1.90,1,2.7900,1,,,,0.99,,,,,
BT-BP-30242,1,0.00,0.00,0.00,0.00,1,2.7900,1,,0.00,8.99,,,,,,
FLX-HTC-560,5,10.00,6.70,4.96,2.23,5,4.5900,5,4.29,,1.99,,,,,,
FLX-SAM-1463,1,10.00,6.46,2.54,1.94,1,2.7900,1,1.80,,0.99,1.99,,,,,
FLX-UCP-106,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.49,,,,,
APL-003-1346,3,10.00,6.89,2.07,1.75,3,,3,3.99,7.99,2.30,2.99,,,,,3.99
FLX-SAM-1383,1,5.00,6.30,2.07,1.12,1,2.7900,1,4.29,,0.99,1.99,0.78,,,,
FLX-SAM-984,4,10.00,6.85,0.69,1.56,4,3.7900,4,5.89,9.49,2.45,1.99,,,,,
FLX-MOT-082,3,0.00,0.00,0.00,0.00,3,,3,,,1.99,,,,,,
APL-003-1418,5,1.00,6.46,0.14,0.18,5,4.5900,5,,2.49,2.50,,,,,,
APL-003-0582,5,6.00,6.88,0.15,0.89,5,4.5900,5,1.39,4.99,1.99,2.99,,,,,3.99
APL-003-1458,5,3.00,6.88,0.15,0.46,5,4.5900,5,0.79,4.99,0.80,0.99,,,,,4.99
APL-003-1660,1,3.00,6.88,1.13,0.60,1,2.7900,1,0.99,4.99,0.80,0.99,,,,,3.99
SRN-MOT-150,2,0.00,0.00,0.00,0.00,2,0.9900,2,,0.00,,,,,,,
APL-003-1495,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.80,,,,,,
FLX-SAM-806,3,0.00,0.00,0.00,0.00,3,,3,,,1.99,,,,,,
FLX-SAM-414,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-LGM-526,4,30.00,6.46,2.08,4.97,4,3.7900,4,8.62,9.99,2.50,,,,,,
APL-003-1526,1,3.00,6.87,1.56,0.66,1,2.7900,1,0.99,,0.80,,,,,,
APL-003-0174,5,0.00,0.00,0.00,0.00,5,4.5900,5,,,,0.49,,,,,
APL-003-1256,3,8.00,6.31,1.08,1.44,3,,3,,,,2.99,,,,,
FLX-SAM-1010,4,10.00,6.70,1.45,1.71,4,3.7900,4,,,2.50,,,,,,
FLX-UCP-048,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.99,,,,,
APL-003-1306,3,11.00,6.88,1.13,1.76,3,,3,3.29,7.99,2.00,4.99,,,6.00,,
BTY-COV-1522,1,9.00,6.85,6.91,2.32,1,2.7900,1,,0.00,2.50,3.99,,,,,
FLX-SAM-1338,1,10.00,6.50,1.68,1.80,1,2.7900,1,2.80,4.99,1.45,0.99,1.40,,,,
FLX-SAM-862,4,10.00,6.89,2.21,1.77,4,3.7900,4,4.99,,3.50,3.99,,,,,
FLX-MOT-490,5,3.00,6.82,1.40,0.65,5,4.5900,5,1.24,4.99,0.99,,,,,,
FLX-SAM-972,4,12.00,6.13,1.29,2.17,4,3.7900,4,,,3.99,,,,,,
SRN-LGM-577,1,155.00,6.85,2.25,22.96,1,2.7900,1,26.00,0.00,33.98,36.99,,,,,
APL-003-0396,5,0.00,0.00,0.00,0.00,5,4.5900,5,2.50,7.99,2.50,5.99,,,,,6.99
APL-003-1404,4,7.00,6.82,0.90,1.16,4,3.7900,4,2.50,4.99,1.50,0.99,,,,,
APL-003-1616,1,6.00,6.85,2.16,1.19,1,2.7900,1,1.49,7.99,0.99,1.99,,,,,
SRN-SAM-180,1,0.00,0.00,0.00,0.00,1,2.7900,1,,0.00,,,,,,,
APL-003-1510,1,1.00,6.50,1.90,0.45,1,2.7900,1,,2.99,0.50,0.49,,,,,
FLX-UCP-174,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.99,,,,,,
APL-003-0270,5,1.50,6.89,3.15,0.67,5,4.5900,5,,,0.30,0.99,,,,,
APL-003-1543,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.00,,,,,,
FLX-SAM-731,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.99,,,,,,
APL-003-0846,6,10.00,6.70,3.59,2.03,6,1.9900,6,4.99,,0.80,1.99,,,,,6.99
BTY-SAM-082,4,0.00,0.00,0.00,0.00,4,3.7900,4,4.79,,3.48,6.99,,,,,
BTY-COV-504,4,20.00,6.88,6.02,3.78,4,3.7900,4,,0.00,,,,,,,
FLX-UCP-138,2,4.00,6.43,2.25,0.97,2,0.9900,2,,,0.99,,,,,,
APL-003-0984,6,2.00,6.43,0.36,0.37,6,1.9900,6,,,0.50,1.99,,,,,
FLX-SAM-842,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.30,,,,,,
APL-003-1244,2,9.00,6.88,0.15,1.33,2,0.9900,2,,,1.50,3.99,,,,,
FLX-HUA-001,1,0.00,0.00,0.00,0.00,1,2.7900,1,4.99,0.00,2.50,,,,,,
FLX-SAM-1401,1,7.00,6.82,1.40,1.23,1,2.7900,1,2.29,,0.95,1.99,1.65,,,3.00,
APL-003-0192,5,9.00,6.85,1.96,1.60,5,4.5900,5,2.19,7.99,,1.99,,,,,
APL-003-1342,3,5.00,6.50,1.66,1.02,3,,3,0.00,7.99,1.99,,,,,,
FLX-SAM-964,4,9.00,6.31,1.99,1.74,4,3.7900,4,1.48,,0.99,,,,,,
FLX-SAM-978,4,5.00,6.85,0.69,0.83,4,3.7900,4,,4.99,0.95,2.99,,,,,
SRN-LGM-567,1,190.00,6.89,4.00,28.16,1,2.7900,1,33.50,0.00,34.50,36.99,,,,,
APL-003-0528,5,20.00,6.87,1.56,3.14,5,4.5900,5,3.75,9.99,3.99,5.99,6.23,5.49,4.00,4.00,4.99
FLX-HTC-318,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-1450,5,6.00,6.82,2.11,1.19,5,4.5900,5,1.99,7.99,1.20,1.99,,,,,2.99
BTY-COV-212,3,0.00,0.00,0.00,0.00,3,,3,,0.00,,1.99,,,,,
FLX-NOK-048,1,25.00,6.45,1.35,4.09,1,2.7900,1,,,0.99,,,,,,
APL-003-1647,1,1.00,6.82,2.24,0.48,1,2.7900,1,,1.99,0.80,0.99,,,,,
FLX-SAM-796,3,8.00,6.43,1.55,1.49,3,,3,4.49,,,1.99,,,,,
APL-003-0714,5,4.00,6.85,2.24,0.91,5,4.5900,5,0.99,,0.99,2.99,1.94,,,,
APL-003-0336,5,12.00,6.10,0.90,2.11,5,4.5900,5,2.99,,,1.49,,,,,
APL-003-0660,5,0.00,0.00,0.00,0.00,5,4.5900,5,,4.99,,,,,,,
APL-003-0042,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,,1.99,,,,,
FLX-MOT-488,5,8.00,6.12,1.21,1.50,5,4.5900,5,,,1.50,,,,,,
APL-003-1396,4,0.00,0.00,0.00,0.00,4,3.7900,4,0.00,7.99,0.00,2.99,,,,,
SRN-LGM-650,1,0.00,0.00,0.00,0.00,1,2.7900,1,,0.00,,,,,,,
APL-003-1056,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.00,,,,,,
APL-003-1296,3,0.00,0.00,0.00,0.00,3,,3,1.49,3.99,0.80,1.99,,,,,
FLX-UCP-122,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,,0.49,,,,,
SRN-SAM-1305,1,10.00,6.82,6.37,2.40,1,2.7900,1,,0.00,1.50,,,,,,
FLX-SAM-1020,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.40,,,,,,
APL-003-1562,1,1.00,6.88,0.15,0.17,1,2.7900,1,,2.49,,0.99,,,,,
SRN-MOT-042,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,2.99,0.49,,,,,
APL-003-1008,6,9.00,6.82,2.24,1.65,6,1.9900,6,3.29,,1.50,1.99,,,,,
