SKU,Name,Manufacturer,Model,Price,"Compatible Models",Parts,"Item Category","Supported Devices"
ACC-APL-0240,"Calculator Rubber Back Cover for iPhone 4 4S White",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0246,"Dripping Ice Cream Case for iPhone 4 4S Black / Gray",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0258,"Dripping Ice Cream Case for iPhone 4 4S Orange / Blue",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0276,"Dripping Ice Cream Case for iPhone 4 4S White / Gray",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0282,"Dripping Ice Cream Case for iPhone 4 4S White / Red",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0294,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S Black",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0300,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S Dark Blue",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0306,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S Gold",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0312,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S Green",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0324,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S Light Pink",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0330,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S Purple",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0336,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S Red",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0342,"Hard Shell Glitter Cover DIVA Case for iPhone 4 4S White Silver",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0366,"Multi-Colored with White Bumper Cover Case for iPhone 4 4S",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0372,"Polka Dot Hard Shell Case for iPhone 4 4S Black and White",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0378,"Polka Dot Hard Shell Case for iPhone 4 4S Pink and White",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0384,"Polka Dot Hard Shell Case for iPhone 4 4S Red and White",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0396,"Wallet Card Holder Phone Case for iPhone 4 4S Black with Black Clip",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0402,"Wallet Card Holder Phone Case for iPhone 4 4S Green",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0414,"Wallet Card Holder Phone Case for iPhone 4 4S Orange",Apple,"iPhone 4",0.8900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0432,"Rhinestone Zebra Hard Shell Cover for iPhone 4 4S Black/White",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0444,"Bunny Rabbit Ears with Furry Tail for iPhone 4 4S Black",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0456,"Bunny Rabbit Ears with Furry Tail for iPhone 4 4S Red",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0462,"Bunny Rabbit Ears with Furry Tail for iPhone 4 4S White",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0468,"Hard Shell Case for iPhone 4 4S American Flag",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0474,"Hard Shell Case for iPhone 4 4S Australian Flag",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0480,"Hard Shell Case for iPhone 4 4S Brazilian Flag",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0486,"Hard Shell Case for iPhone 4 4S British Flag",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0492,"Hard Shell Case for iPhone 4 4S Canadian Flag",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-ZED-652,"Foldable Mini Display Stand Holder - Green",Apple,"iPad 1",0.6900,"A1219 (WIFI)|A1337 (WIFI + Cellular)|A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)|A1458 (WIFI)|A1459 (WIFI + Cellular)|A1460 (WIFI + Cellular)|A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)|A1566 (WIFI)|A1567 (WIFI + Cellular)|A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)|A1538 (WIFI)|A1550 (WIFI + Cellular)|A1673 (WIFI)|A1674 (WIFI + Cellular)|A1675 (WIFI + Cellular)|A1584 (WIFI)|A1652 (WIFI + Cellular)|A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)|A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)|A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1532 (AT&T)|A1532 (T-Mobile)|A1532 (Verizon)|A1532 (Sprint)|A1456 (Verizon)|A1456 (Sprint)|A1507 (AT&T)|A1507 (T-Mobile)| A1529 (AT&T)| A1529 (T-Mobile)| A1529 (China)|A1526 (China)|A1516 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)|A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)|A1522 (AT&T)|A1522 (T-Mobile)|A1522 (International)|A1522 (No Carrier)|A1522 (Verizon)|A1524 (Sprint)|A1524 (No Carrier)|A1593 (China)|A1662 (No Carrier)|A1723 (No Carrier)",No,"Phone Stand","iPad 2|iPad 3|iPad 4|iPad Air 1|iPad Air 2|iPad Mini 1|iPad Mini 2|iPad Mini 3|iPad Mini 4|iPad Pro 9.7|iPad Pro 12.9(1st Gen)|iPhone 3G|iPhone 3GS|iPhone 4|iPhone 4S|iPhone 5|iPhone 5C|iPhone 5S|iPhone 6|iPhone 6 Plus|iPhone 6S|iPhone 6S Plus|iPhone SE|iPod Nano 6|iPod Nano 7|iPod Touch 1|iPod Touch 2|iPod Touch 3|iPod Touch 4|iPod Touch 5|Watch 38mm|Watch 42mm"
ACC-APL-0576,"Aluminum Plastic Case for iPhone 5 5S Pink",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0606,"Bumper for iPhone 5 5S Dark Blue",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0612,"Bumper for iPhone 5 5S Dark Blue / White Trim",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0624,"Bumper for iPhone 5 5S Hot Pink",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0636,"Bumper for iPhone 5 5S Pink / White Trim",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0642,"Bumper for iPhone 5 5S Purple",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0654,"Bumper for iPhone 5 5S Red / White Trim",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0660,"Bumper for iPhone 5 5S White",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0774,"Rhinestone Bling Case for iPhone 5 5S Purple",Apple,"iPhone 5",0.9900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0780,"Rhinestone Bling Case for iPhone 5 5S Red",Apple,"iPhone 5",0.9900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0786,"Rhinestone Bling Case for iPhone 5 5S White",Apple,"iPhone 5",0.9900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0792,"Rubber Grip Case for iPhone 5 5S Dark Blue",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0798,"Rubber Grip Case for iPhone 5 5S Green",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0804,"Rubber Grip Case for iPhone 5 5S Hot Pink",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0822,"Transparent Bumper for iPhone 5 5S Black",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0828,"Transparent Bumper for iPhone 5 5S Green",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0834,"Transparent Bumper for iPhone 5 5S Pink",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0840,"Transparent Bumper for iPhone 5 5S Purple",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0846,"Transparent Bumper for iPhone 5 5S Red",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0852,"Transparent Bumper for iPhone 5 5S White",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0858,"Transparent Bumper for iPhone 5 5S Yellow",Apple,"iPhone 5",0.6900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0864,"Valentine Heart Plastic Case for iPhone 5 5S",Apple,"iPhone 5",0.8900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0882,"Wallet Case for iPhone 5 5S Green",Apple,"iPhone 5",0.8900,"A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,Cases,"iPhone 5S"
ACC-APL-0966,"Plastic Cover Case for iPad 2 Clear",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-0972,"Rubberized Smart TPU Cover Case for iPad 2 Gray",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-0984,"Rubberized Smart TPU Cover Case for iPad 2 Red",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-0990,"Rubberized Smart TPU Cover Case for iPad 2 Green",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-0996,"Rubberized Smart TPU Cover Case for iPad 2 Baby Blue",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-ZRT-012,"Cell Phone Opening Tool Kit 7 Piece for iPhone 2G 3G 3GS",Apple,"iPhone 3G",0.5900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,"Tool Kits","iPhone 3GS"
