SKU,Name,Manufacturer,Model,Price,"Compatible Models",Parts,"Item Category","Supported Devices"
ACC-ZRT-366,"LCD UV Glue Pasting Roller",,,5.81,,No,,
ACC-ZRT-368,"Thermostatic Soldering Iron 30W 100-240V",,,7.64,,No,,
FLX-SAM-950,"Home Button for Samsung Galaxy Note 3 - White",Samsung,"Galaxy Note 3",0.4900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
BTY-COV-474,"Midframe Bezel for Samsung Galaxy Note 3 N900P N900V  - Silver",Samsung,"Galaxy Note 3",4.9900,"N900P (Sprint)|N900V (Verizon)",Yes,Housing,
FLX-SAM-954,"Home Menu Keypad Flex Cable for Galaxy Note 3",Samsung,"Galaxy Note 3",1.9900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
BTY-COV-476,"Rear Housing for Samsung Galaxy Note 2 N7105 LTE - Gray",Samsung,"Galaxy Note 2",2.9900,"N7105 (International)",Yes,Housing,
BTY-COV-480,"Rear Housing With White Lens for Samsung Galaxy Note 3 N900A N900T – Black ",Samsung,"Galaxy Note 3",11.27,"N900A (AT&T)|N900T (T-Mobile)",Yes,Housing,
BTY-COV-482,"Rear Housing With White Lens for Samsung Galaxy Note 3 N900P N900V – Black ",Samsung,"Galaxy Note 3",11.04,"N900P (Sprint)|N900V (Verizon)",Yes,Housing,
BTY-COV-478,"Rear Housing With Black Lens for Samsung Galaxy Note 3 N900A ATT – Black ",Samsung,"Galaxy Note 3",10.73,"N900A (AT&T)",Yes,Housing,
BTY-COV-486,"Back Battery Door Cover for Samsung Galaxy Note 3 N900A ATT - Black",Samsung,"Galaxy Note 3",4.64,"N900A (AT&T)",Yes,Housing,
BTY-COV-488,"Back Battery Door Cover for Samsung Galaxy Note 3 N9000 International - Black",Samsung,"Galaxy Note 3",3.70,"N9000 (International)",Yes,Housing,
BTY-COV-490,"Back Battery Door Cover for Samsung Galaxy Note 3 N9000 - White",Samsung,"Galaxy Note 3",1.9900,"N9000 (International)|N9005 (International)",Yes,Housing,
FLX-SAM-952,"Back Camera Flex Cable for Samsung Galaxy Note 3",Samsung,"Galaxy Note 3",2.2900,"N9000 (International)",Yes,"Internal Components",
FLX-SAM-956,"Home Button for Galaxy Note 3 - Black",Samsung,"Galaxy Note 3",0.9900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
FLX-SAM-958,"Back Camera Lens Cover for Samsung Galaxy Note 3 - Black",Samsung,"Galaxy Note 3",1.9900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
FLX-SAM-960,"Back Camera Lens Cover for Samsung Galaxy Note 3 - White",Samsung,"Galaxy Note 3",1.9900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
APL-003-1382,"Headphone Jack Home Button Charging Port Flex for iPod Touch 5 Black",Apple,"iPod Touch 5",1.7900,,Yes,"Internal Components",
FLX-SAM-962,"Power Button Vibrator Flex for Samsung Galaxy Note 3",Samsung,"Galaxy Note 3",1.4900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
FLX-SAM-964,"Antenna Signal Cable Flex for Samsung Galaxy Note 3",Samsung,"Galaxy Note 3",1.3900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
FLX-UCP-182,"USB Micro 3.0 Charging Port for Samsung Galaxy Note 3",Samsung,"Galaxy Note 3",0.9900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,"Internal Components",
APL-003-1384,"Headphone Jack Home Button Charging Port Flex for iPod Touch 5 White",Apple,"iPod Touch 5",1.7900,,Yes,"Internal Components",
APL-003-1386,"Home Button for iPod Touch 5 Black",Apple,"iPod Touch 5",1.6900,,Yes,"Internal Components",
APL-003-1388,"Home Button for iPod Touch 5 White",Apple,"iPod Touch 5",1.6900,,Yes,"Internal Components",
APL-003-1390,"Sim Card Tray for iPad Air Silver",Apple,"iPad Air 1",1.2900,"A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)",Yes,"Internal Components",
APL-003-1392,"Sim Card Tray for iPad Air Grey",Apple,"iPad Air 1",1.2900,"A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)",Yes,"Internal Components",
APL-003-1394,"Home Button Flex for iPad Air",Apple,"iPad Air 1",1.9900,"A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)",Yes,"Internal Components",
APL-003-1396,"Microphone Flex for iPad Air",Apple,,1.9900,"A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)",Yes,"Internal Components","iPad Air 1"
APL-003-1398,"Home Button Metal Bracket for iPad Air",Apple,"iPad Air 1",1.4900,"A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)",Yes,"Internal Components",
BTY-COV-492,"Rear Housing With Black Lens for Samsung Galaxy Note 3 N900P N900V – Black ",Samsung,"Galaxy Note 3",10.73,"N900P (Sprint)|N900V (Verizon)",Yes,Housing,
APL-003-1400,"Home Button Gasket for iPad Air White",Apple,"iPad Air 1",0.9900,"A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)",Yes,"Internal Components",
APL-003-1402,"Home Button Gasket for iPad Air Black",Apple,"iPad Air 1",0.9900,"A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)",Yes,"Internal Components",
APL-003-1406,"Rear Camera Cooling/Grounding Copper Adhesive Sticker for iPhone 5S",Apple,"iPhone 5S",1.02,"A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",Yes,"Internal Components",
APL-003-1404,"Inner Metal LCD Screen Holder Shield for iPhone 5S",Apple,"iPhone 5S",0.9900,"A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",No,,
APL-003-1408,"Headphone Ground Signal Antenna Inductive Coupling Flex Cable for iPhone 5S",Apple,"iPhone 5S",1.8900,"A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)",Yes,"Internal Components",
BTY-COV-494,"HTC Inspire Back Battery Door Cover",HTC,Inspire,5.92,"A9192 (AT&T)",No,,
ACC-APL-1684,"Transparent Plastic Cover Case for iPad 2 Pink",Apple,"iPad 2",0.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-1686,"Transparent Plastic Cover Case for iPad 2 Clear",Apple,"iPad 2",0.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
FLX-HTC-468,"HTC One SV Complete Screw Set",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
BTY-COV-498,"LG Optimus G2 Verizon VS980 Backdoor Battery Cover - Black",LG,G2,17.16,"VS980 (Verizon)",Yes,Housing,
FLX-HTC-470,"HTC One SV Volume And Power Buttons",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-472,"HTC One SV Vibrator Flex Cable",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-474,"HTC One SV Back Camera Flex",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-476,"HTC One SV Front Camera Flex",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-478,"HTC One SV C525E C525C Loudspeaker Flex Cable",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-480,"HTC One SV Ear Piece Speaker Flex",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-482,"HTC One SV Wifi And Signal Coax Antennas",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-484,"HTC One SV Volume Flex",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-486,"HTC One SV Power Button Proximity Sensor Flex",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-488,"HTC One SV Main LCD Flex Ribbon",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-490,"HTC One SV Charging Port Flex",HTC,"One SV",0.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
FLX-HTC-492,"HTC Windows 8X 6990L Complete Screw Set",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-494,"HTC Windows 8X 6990L Pair Motherboard Flex Cables",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-496,"HTC Windows 8X 6990L Vibrator Motor Flex",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-498,"HTC Windows 8X 6990L Earpiece Speaker",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-500,"HTC Windows 8X 6990L Loudspeaker With Housing",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-502,"HTC Windows 8X 6990L HeadphOne Jack Flex",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-504,"HTC Windows 8X 6990L Front Camera Flex",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-506,"HTC Windows 8X 6990L Back Camera Flex",HTC,"Windows 8X",0.9900,"C620E (No Carrier)|PM23200 (T-Mobile)|PM23200 (International)|PM23220 (T-Mobile)|PM23300 (AT&T)|6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-508,"HTC Windows 8X 6990L Power Button Flex",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-510,"HTC Windows 8X 6990L Charging Port With Mic Flex",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-512,"HTC Windows 8X 6990L Volume Camera Button Flex",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-514,"HTC Windows 8X 6990L Sim Card Tray",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-516,"HTC Windows 8X 6990L Sim Card Reader Mic Flex",HTC,"Windows 8X",0.9900,"C620E (No Carrier)|PM23200 (T-Mobile)|PM23200 (International)|PM23220 (T-Mobile)|PM23300 (AT&T)|6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-518,"HTC Windows 8X 6990L Wifi And Signal Coax Cable Set",HTC,"Windows 8X",0.9900,"6990LVW (Verizon)",Yes,"Internal Components",
FLX-HTC-520,"HTC Windows 8X 6990L Power Camera Volume Buttons",HTC,"Windows 8X",8.9500,"6990LVW (Verizon)",Yes,"Internal Components",
SRN-HTC-568,"HTC One SV Logic Motherboard Powers Up",HTC,"One SV",14.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
SRN-HTC-570,"HTC One SV Logic Motherboard No Power",HTC,"One SV",9.9900,"PL80120 (Boost Mobile)|PL80120 (Cricket)",Yes,"Internal Components",
SRN-HTC-572,"HTC Windows 8X 6990L Touch Screen Digitizer LCD With Frame",HTC,"Windows 8X",34.9900,"C620E (No Carrier)|PM23200 (T-Mobile)|PM23200 (International)|PM23220 (T-Mobile)|PM23300 (AT&T)|6990LVW (Verizon)",Yes,"LCD and Touch Screen",
SRN-HTC-574,"HTC Windows 8X 6990L Touch Screen Digitizer LCD With Frame - Cracked Glass",HTC,"Windows 8X",16.9500,"6990LVW (Verizon)",Yes,"LCD and Touch Screen",
FLX-SAM-834,"Rear Camera Flex Cable for Samsung Galaxy S2 I777 I9100 ",Samsung,"Galaxy S2 Attain",0.9900,"i777 (AT&T)",Yes,"Internal Components",
FLX-SAM-836,"Wifi Antenna Coax Cable for Samsung Galaxy S2 I777 I9100",Samsung,"Galaxy S2 Attain",0.9900,"i777 (AT&T)|i9100 (International)",Yes,"Internal Components","Galaxy S2 International"
FLX-SAM-838,"Loudspeaker With Housing for Samsung Galaxy S2 I777 I9100 ",Samsung,"Galaxy S2 Attain",0.9900,"i777 (AT&T)|i9100 (International)",Yes,"Internal Components","Galaxy S2 International"
FLX-SAM-840,"Earpiece Speaker Headphone Jack Vibrator Flex for Samsung Galaxy S2",Samsung,"Galaxy S2 Attain",0.9900,"i777 (AT&T)|i9100 (International)",Yes,"Internal Components","Galaxy S2 International"
FLX-SAM-842,"Power Volume Buttons for Samsung Galaxy S2 I777 I9100 ",Samsung,"Galaxy S2 Attain",0.9900,"i777 (AT&T)|i9100 (International)",Yes,"Internal Components","Galaxy S2 International"
FLX-SAM-844,"Complete Screw Set for Samsung Galaxy S2 EPIC 4G",Samsung,"Galaxy S2 Epic 4G Touch",8.95,"D710 (Sprint)",Yes,"Internal Components",
FLX-SAM-846,"Front Camera With Proximity Sensor Flex for Samsung Galaxy S2 EPIC 4G",Samsung,"Galaxy S2 Epic 4G Touch",0.9900,"D710 (Sprint)",Yes,"Internal Components",
FLX-SAM-848,"Back Camera Flex Cable for Samsung Galaxy S2 EPIC 4G",Samsung,"Galaxy S2 Epic 4G Touch",0.9900,"D710 (Sprint)",Yes,"Internal Components",
FLX-SAM-850,"Power Volume Buttons for Samsung Galaxy S2 EPIC 4G",Samsung,"Galaxy S2 Epic 4G Touch",7.95,"D710 (Sprint)",Yes,"Internal Components",
FLX-SAM-852,"Loudspeaker With Housing for Samsung Galaxy S2 EPIC 4G",Samsung,"Galaxy S2 Epic 4G Touch",0.9900,"D710 (Sprint)|R760 (US Cellular)",Yes,"Internal Components",
FLX-SAM-854,"Sim Card Flex for Samsung Galaxy S2 EPIC 4G",Samsung,"Galaxy S2 Epic 4G Touch",0.9900,"D710 (Sprint)",Yes,"Internal Components",
BTY-COV-402,"Samsung Galaxy S2 EPIC 4G D710 Rear Housing",Samsung,"Galaxy S2 Epic 4G Touch",0.4900,"D710 (Sprint)|R760 (US Cellular)",Yes,Housing,
FLX-LGM-444,"LG Google Nexus 4 E960 Complete Screw Set",LG,"Nexus 4",16.9500,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-446,"LG Google Nexus 4 E960 Power Volume Buttons",LG,"Nexus 4",5.9900,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-448,"LG Google Nexus 4 E960 Earpiece Speaker Flex",LG,"Nexus 4",0.9900,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-450,"LG Google Nexus 4 E960 Antenna Coax Cable",LG,"Nexus 4",0.9900,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-452,"LG Google Nexus 4 E960 Vibrator Motor",LG,"Nexus 4",0.9900,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-454,"LG Google Nexus 4 E960 Power Button Flex",LG,"Nexus 4",0.9900,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-456,"LG Google Nexus 4 E960 Volume Button Flex",LG,"Nexus 4",0.9900,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-458,"LG Google Nexus 4 E960 Sim Card Tray",LG,"Nexus 4",0.9900,"E960 (No Carrier)",Yes,"Internal Components",
FLX-LGM-464,"LG Intuition VS950 Complete Screw Set",LG,Intuition,0.9900,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-466,"LG Intuition VS950 Volume Buttons",LG,Intuition,14.9500,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-468,"LG Intuition VS950 Power Button",LG,Intuition,11.9500,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-470,"LG Intuition VS950 Camera Button",LG,Intuition,11.9500,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-472,"LG Intuition VS950 USB Charging Port Slide Cover",LG,Intuition,5.9500,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-476,"LG Optimus G Pro E980 E985 E986 Ear Piece Speaker",LG,"Optimus G Pro",0.9900,"E980 (AT&T)|E985 (International)",Yes,"Internal Components",
FLX-LGM-478,"LG Intuition VS950 Front Camera Flex",LG,Intuition,0.9900,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-480,"LG Intuition VS950 Back Camera Flex",LG,Intuition,0.9900,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-482,"LG Intuition VS950 Volume Button Flex",LG,Intuition,0.9900,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-484,"LG Intuition VS950 Camera Button Flash Flex",LG,Intuition,9.9500,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-486,"LG Intuition VS950 Headphone Jack Power Button With Mic Flex",LG,Intuition,0.9900,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-488,"LG Intuition VS950 Home Mic With Vibrator Flex",LG,Intuition,0.9900,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-490,"LG Intuition VS950 Loudspeaker With Housing",LG,Intuition,0.9900,"VS950 (Verizon)",Yes,"Internal Components",
FLX-LGM-492,"LG Viper LS840 4G LTE Complete Screw Set",LG,Viper,0.9900,"LS840 (Sprint)",Yes,"Internal Components",
FLX-LGM-494,"LG Viper LS840 4G LTE Power Volume Button",LG,Viper,7.9500,"LS840 (Sprint)",Yes,"Internal Components",
FLX-LGM-496,"LG Viper LS840 4G LTE Volume Flex",LG,Viper,0.9900,"LS840 (Sprint)",Yes,"Internal Components",
FLX-LGM-498,"LG Viper LS840 4G LTE Front Camera Flex",LG,Viper,0.9900,"LS840 (Sprint)",Yes,"Internal Components",
FLX-LGM-500,"LG Viper LS840 4G LTE Back Camera Flex",LG,Viper,0.9900,"LS840 (Sprint)",Yes,"Internal Components",
FLX-LGM-502,"LG Viper LS840 4G LTE Flash Flex With Housing",LG,Viper,0.9900,"LS840 (Sprint)",Yes,"Internal Components",
FLX-LGM-504,"LG Viper LS840 4G LTE Power Earpiece Speaker Headphone Jack Flex",LG,Viper,0.9900,"LS840 (Sprint)",Yes,"Internal Components",
FLX-LGM-506,"LG Viper LS840 4G LTE Keypad Microphone Flex",LG,Viper,0.9900,"LS840 (Sprint)",Yes,"Internal Components",
SRN-LGM-256,"LG Google Nexus 4 E960 Touch Screen Digitizer LCD With Frame - Used",LG,"Nexus 4",17.9500,"E960 (No Carrier)",Yes,"LCD and Touch Screen",
SRN-LGM-258,"LG Google Nexus 4 E960 Touch Screen Digitizer LCD With Frame - Cracked Glass",LG,"Nexus 4",24.9500,"E960 (No Carrier)",Yes,"LCD and Touch Screen",
SRN-LGM-260,"LG Google Nexus 4 E960 Logic Motherboard Powers Up",LG,"Nexus 4",77.9500,"E960 (No Carrier)",Yes,"Internal Components",
SRN-LGM-262,"LG Google Nexus 4 E960 Logic Motherboard No Power",LG,"Nexus 4",29.9500,"E960 (No Carrier)",Yes,"Internal Components",
SRN-LGM-264,"LG Intuition VS950 LCD Screen",LG,Intuition,18.9500,"VS950 (Verizon)",Yes,"LCD Screen",
SRN-LGM-270,"LG Intuition VS950 Logic Motherboard Powers Up",LG,Intuition,44.9500,"VS950 (Verizon)",Yes,"Internal Components",
SRN-LGM-272,"LG Intuition VS950 Logic Motherboard No Power",LG,Intuition,21.9500,"VS950 (Verizon)",Yes,"Internal Components",
SRN-LGM-282,"LG Optimus L9 MS769 Touch Screen Digitizer With Frame - Cracked Glass",LG,"Optimus L9",18.9900,"MS769 (Metro PCS)",Yes,"Touch Screen",
SRN-LGM-284,"LG Optimus L9 MS769 Logic Motherboard - No Power",LG,"Optimus L9",4.4900,"MS769 (Metro PCS)",Yes,"Internal Components",
SRN-LGM-286,"LG Viper LS840 4G LTE Touch Screen Digitizer LCD With Frame",LG,Viper,38.9500,"LS840 (Sprint)",Yes,"LCD and Touch Screen",
FLX-MOT-210,"Motorola Droid 3 XT862 Complete Screw Set",Motorola,"Droid 3",0.9900,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-212,"Motorola Droid 3 XT862 Power Volume Buttons",Motorola,"Droid 3",0.9900,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-214,"Motorola Droid 3 XT862 / Atrix 4G MB860 Loudspeaker",Motorola,"Atrix 4G",0.9900,"MB860 (AT&T)",Yes,"Internal Components","Droid 3"
FLX-MOT-216,"Motorola Droid 3 XT862 Vibrator Motor Flex",Motorola,"Droid 3",0.9900,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-218,"Motorola Droid 3 XT862 Antenna Coax Cable Flex",Motorola,"Droid 3",0.9900,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-220,"Motorola Droid 3 XT862 Headphone Jack Flex",Motorola,"Droid 3",0.9900,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-222,"Motorola Droid 3 XT862 Camera Flash Flex",Motorola,"Droid 3",0.9900,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-224,"Motorola Droid 3 XT862 Back Camera Flex",Motorola,"Droid 3",0.9900,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-226,"Motorola Droid 3 XT862 XT860 XT883 Power Button Microphone Flex",Motorola,"Droid 3",0.9900,"XT860 (Verizon)|XT862 (International)",Yes,"Internal Components",
FLX-MOT-228,"Motorola Droid 3 XT862 Full Keypad with Frame Flex",Motorola,"Droid 3",13.9500,"XT862 (International)",Yes,"Internal Components",
FLX-MOT-330,"Motorola Droid 4 XT894 Complete Screw Set",Motorola,"Droid 4",0.9900,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-332,"Motorola Droid 4 XT894 Power Volume Buttons",Motorola,"Droid 4",0.9900,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-334,"Motorola Droid 4 XT894 Loudspeaker",Motorola,"Droid 4",0.9900,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-336,"Motorola Droid 4 XT894 Headphone Jack Flex",Motorola,"Droid 4",0.9900,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-338,"Motorola Droid 4 XT894 Camera Flash Flex",Motorola,"Droid 4",0.9900,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-340,"Motorola Droid 4 XT894 Back Camera Flex",Motorola,"Droid 4",0.9900,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-342,"Motorola Droid 4 XT894 Ear Piece Speaker Flex",Motorola,"Droid 4",0.9900,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-344,"Motorola Droid 4 XT894 SD Sim Card PCB Reader",Motorola,"Droid 4",7.9500,"XT894 (Verizon)",Yes,"Internal Components",
FLX-MOT-346,"Motorola Atrix 2 MB865 Complete Screw Set",Motorola,"Atrix 4G 2",0.9900,"MB865 (AT&T)",Yes,"Internal Components",
FLX-MOT-348,"Motorola Atrix 2 MB865 Volume Camera Buttons",Motorola,"Atrix 4G 2",0.9900,"MB865 (AT&T)",Yes,"Internal Components",
FLX-MOT-350,"Motorola Atrix 2 MB865 Power Button",Motorola,"Atrix 4G 2",0.9900,"MB865 (AT&T)",Yes,"Internal Components",
FLX-MOT-352,"Motorola Atrix 2 MB865 Back Camera Flex",Motorola,"Atrix 4G 2",0.9900,"MB865 (AT&T)",Yes,"Internal Components",
FLX-MOT-354,"Motorola Atrix 2 MB865 Headphone Jack Flex",Motorola,"Atrix 4G 2",0.9900,"MB865 (AT&T)",Yes,"Internal Components",
FLX-MOT-356,"Motorola Atrix 2 MB865 Ear Piece Speaker With Front Camera Flex",Motorola,"Atrix 4G 2",0.9900,"MB865 (AT&T)",Yes,"Internal Components",
FLX-MOT-358,"Motorola Atrix 2 MB865 SD Card PCB Reader With Flash",Motorola,"Atrix 4G 2",0.9900,"MB865 (AT&T)",Yes,"Internal Components",
FLX-MOT-360,"Motorola MOTO X XT1060 Complete Screw Set",Motorola,"Moto X",6.9500,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-362,"Motorola MOTO X XT1060 Power Volume Buttons - Silver -",Motorola,"Moto X",19.9500,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-364,"Motorola MOTO X XT1060 Power Volume Buttons - Black -",Motorola,"Moto X",0.9900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-366,"Motorola MOTO X XT1060 Ear Piece Speaker",Motorola,"Moto X",0.9900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-368,"Motorola MOTO X XT1060 Loudspeaker",Motorola,"Moto X",0.9900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-370,"Motorola MOTO X XT1060 Headphone Jack",Motorola,"Moto X",3.00,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-372,"Motorola MOTO X XT1060 Back Camera Flex",Motorola,"Moto X",5.9900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-374,"Motorola MOTO X XT1060 Front Camera Flex",Motorola,"Moto X",0.9900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-376,"Motorola MOTO X XT1060 Power Volume Flex",Motorola,"Moto X",4.4900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-378,"Motorola MOTO X XT1060 Ear Piece Speaker Flex With Mic",Motorola,"Moto X",0.9900,"XT1058 (AT&T)|XT1053 (T-Mobile)|XT1052 (International)|XT1056 (Sprint)|XT1060 (Verizon)|XT1055 (US Cellular)",Yes,"Internal Components",
FLX-MOT-380,"Motorola MOTO X XT1060 Volume Flash Motherboard Flex",Motorola,"Moto X",4.2900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-382,"Motorola MOTO X XT1060 Flash Flex",Motorola,"Moto X",0.9900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-384,"Motorola MOTO X XT1060 Antenna Flex",Motorola,"Moto X",3.4900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-386,"Motorola MOTO X XT1060 Sim Card Tray - Black -",Motorola,"Moto X",0.9900,"XT1060 (Verizon)",Yes,"Internal Components",
FLX-MOT-388,"Motorola MOTO X XT1060 Sim Card Tray - White",Motorola,"Moto X",0.9900,"XT1060 (Verizon)",Yes,"Internal Components",
