SKU,ItemName,Raw Cost,True Cost,D1,D3,D10,L1,L3,L10,B1,B3,B10,S1,S3,S10,G1,G3,G10,P1,P3,P10,Dm1,Dm3,Dm10,"is ignored?,,,,,"
BT-SPX-0302,Bongo Shield Premium Tempered Glass Screen Protector - Huawei Nexus 6p,1.15,1.74,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0303,Bongo Shield Premium Tempered Glass Screen Protector - LG Nexus 5X,1.05,1.66,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0304,Bongo Shield Privacy Tempered Glass Screen Protector - iPhone 5 5S 5C,1.35,1.35,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0307,Bongo Shield Tempered Glass Screen Protector - LG G5,1.1,1.71,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0308,Bongo Shield Tempered Glass Screen Protector - HTC desire 626,1.1,1.71,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0313,Bongo Shield Tempered Glass Screen Protector - LG K7,1.1,1.71,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0314,Bongo Shield Tempered Glass Screen Protector - Alcatel idol 3 5.5inch,1.1,1.71,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0315,Bongo Shield Tempered Glass Screen Protector - Samsung galaxy J3 2016,1.1,1.71,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0316,Bongo Shield Tempered Glass Screen Protector - LG G5 Curved,6.5,6.93,9.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-SPX-0317,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Core Prime G360,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-SPX-0318,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Grand Prime G530,1.05,1.48,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-SPX-0319,Bongo Shield Tempered Glass Screen Protector - iPhone 7,1.05,1.48,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-SPX-0320,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 6/6S Black,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0321,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 6 Plus/6S Plus Black,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0322,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 6/6S White,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0323,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 6 Plus/6S Plus White,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0324,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 7 Black,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0325,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 7 Plus Black,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0326,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 7 White,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0327,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 7 Plus White,0,0,10.99,8.99,6.99,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,6.99,6.79,6.49,1
BT-SPX-0328,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - Samsung Galaxy S6,0,0,8.99,6.99,5.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,1
BT-SPX-0329,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - Samsung Galaxy S6 Edge,0,0,8.99,6.99,5.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,1
BT-SPX-0330,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - Samsung Galaxy S6 Edge Plus,0,0,8.99,6.99,5.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,1
BT-SPX-0331,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - Samsung Galaxy S7,0,0,8.99,6.99,5.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,1
BT-SPX-0332,Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - Samsung Galaxy S7 Edge,0,0,8.99,6.99,5.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,4.99,4.79,3.99,1
