SKU,ItemName,Raw Cost,True Cost,D1,D3,D10,L1,L3,L10,B1,B3,B10,S1,S3,S10,G1,G3,G10,P1,P3,P10,Dm1,Dm3,Dm10,"is ignored?,,,,,"
BTH210002,BinTEKÖ Pentalobe 0.8 Standard Size Premium Long-Lasting Screwdriver,0,0,6.99,6.79,6.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,1
BTP610001,BinTEKÖ Small Quick Charge LipStick PowerBank Battery Charger 2000 mAH,13,2.53,6.99,6.79,6.49,4.99,3.99,3.79,4.99,3.99,3.79,4.99,3.99,3.79,4.99,3.99,3.79,4.99,3.99,3.79,4.99,3.99,3.79,1
BTS810011,BinTEKÖ 8-Piece Cell Phone Repair Tool Kit For iPhone 3G/3GS,4.2,1.19,6.99,6.79,5.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,1
BTS810012,BinTEKÖ 9-Piece Cell Phone Repair Tool Kit For iPhone 4/4S/5/5S/6/6 Plus,4.5,0.96,6.99,6.79,5.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,1
BTS810013,BinTEKÖ 8-Piece Cell Phone Repair Tool Kit For iPad 1/2/3/4 iPad Mini 1/2 iPad Air 1/2,0,0,6.99,6.79,5.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,1
BTS810014,BinTEKÖ 8-Piece Cell Phone Repair Tool Kit For iPod Touch 1/2/3/4/5/6,4.2,0.91,6.99,6.79,5.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,1
BTS810015,BinTEKÖ 8-Piece Cell Phone Repair Tool Kit For LG/HTC,4.2,0.91,6.99,6.79,5.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,1
BTS810016,BinTEKÖ 7-Piece Cell Phone Repair Tool Kit For Samsung,4,1.67,6.99,6.79,5.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,1
BTS810017,BinTEKÖ 10-Piece Cell Phone Repair Tool Kit for Motorola,4.8,1.79,6.99,6.79,5.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,3.99,3.49,2.99,1
BT-SPX-0001,Bongo Shield Tempered Glass Screen Protector - iPhone 6 6S,1,1.43,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0002,Bongo Shield Tempered Glass Screen Protector - iPhone 6 Plus/6S Plus,1.05,1.48,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0003,Bongo Shield Tempered Glass Screen Protector - iPhone 5 5S 5C SE,1,1.43,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0004,Bongo Shield Tempered Glass Screen Protector - iPad Mini,3.9,4.33,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0005,Bongo Shield Tempered Glass Screen Protector - iPad Air,4.45,4.45,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0007,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy S6,1,1.61,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0008,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy S5,1.05,1.48,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0009,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy S4,1.05,1.48,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0010,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy S5 Mini,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0011,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Note 4,1.15,1.15,7.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0012,Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Note 3,1.15,1.15,7.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0013,Bongo Shield Tempered Glass Screen Protector - LG G3,1.05,1.48,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0014,Bongo Shield Tempered Glass Screen Protector - LG G4,1.1,1.53,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0015,Bongo Shield Tempered Glass Screen Protector - HTC M8,1.05,1.05,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0016,Bongo Shield Tempered Glass Screen Protector - HTC M9,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0018,Bongo Shield Tempered Glass Screen Protector - Motorola Google Nexus 6,0,0,7.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0019,Bongo Shield Tempered Glass Screen Protector - Oneplus One,1.15,1.15,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0022,Bongo Shield Tempered Glass Screen Protector for Asus Zenfone 2(5.5 inch),1.15,1.15,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0023,Bongo Shield Tempered Glass Screen Protector for Asus Zenfone 2 Laser ZE500KL 5.0 inch,1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0024,Bongo Shield Tempered Glass Screen Protector for Huawei P8 Lite,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0025,Bongo Shield Tempered Glass Screen Protector for Huawei P8,1.15,1.15,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0026,Bongo Shield Tempered Glass Screen Protector for HTC Desire Eye,1.1,1.53,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0028,Bongo Shield Tempered Glass Screen Protector for HTC Desire 510,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0030,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy S6 Active,1.1,1.53,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0033,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy S3,1.05,1.05,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0034,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy Mega 5.8 I9150,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0036,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy Alpha,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0037,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy Core Prime,1.05,1.05,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0038,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy Grand Prime,1,1.61,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0039,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy J1,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0040,Bongo Shield Tempered Glass Screen Protector for LG Leon,1.15,1.15,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0041,Bongo Shield Tempered Glass Screen Protector for LG G Stylo/ G4 Stylus,1.1,1.53,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0042,Bongo Shield Tempered Glass Screen Protector for LG Optimus F60,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0044,Bongo Shield Tempered Glass Screen Protector for LG Google Nexus 5,1,1.61,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0045,Bongo Shield Tempered Glass Screen Protector for Motorola Moto X(2nd Gen),1,1.61,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0047,Bongo Shield Tempered Glass Screen Protector for Nokia Lumia 640,1.05,1.05,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0049,Bongo Shield Tempered Glass Screen Protector for Nokia Lumia 635,1,1.61,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0050,Bongo Shield Tempered Glass Screen Protector for Nokia Lumia 640XL,1.05,1.66,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0051,Bongo Shield Tempered Glass Screen Protector for Nokia Lumia 630,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0052,Bongo Shield Tempered Glass Screen Protector for Sony Xperia Z,1,1.61,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0054,Bongo Shield Tempered Glass Screen Protector for Sony Xperia Z3,1.15,1.15,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0055,Bongo Shield Tempered Glass Screen Protector for Sony Xperia Z3 Compact,1.05,1.05,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0056,Bongo Shield Tempered Glass Screen Protector for Sony Xperia Z4,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0057,Bongo Shield Tempered Glass Screen Protector for Sony Xperia M4 Aqua,1.15,1.15,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0058,Bongo Shield Tempered Glass Screen Protector for Apple Watch 38mm,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0059,Bongo Shield Tempered Glass Screen Protector for Apple Watch 42mm,0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0064,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy Tab S 10.5,4.45,4.45,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0065,Bongo Shield Tempered Glass Screen Protector for Samsung Galaxy Tab 4 8.0,3.9,4.33,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0066,Bongo Shield Tempered Glass Screen Protector for Motorola Moto G(2nd Gen),0,0,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0067,Bongo Shield Tempered Glass Screen Protector - BlackBerry Classic,1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0068,Bongo Shield Tempered Glass Screen Protector - iPod Touch 5,1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0069,Bongo Shield Tempered Glass Screen Protector - Nokia Lumia 830,1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0071,Bongo Shield Tempered Glass Screen Protector - Huawei Honor 7,1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0072,Bongo Shield Tempered Glass Screen Protector - LG G4C (G4 Mini),1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0073,Bongo Shield Tempered Glass Screen Protector - Microsoft Lumia 435,1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0074,Bongo Shield Tempered Glass Screen Protector - HTC 526G+,1.6,1.6,6.99,3.99,2.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,2.99,2.49,1.99,1
BT-SPX-0075,Bongo Shield Tempered Glass Screen Protector - Samsung Tab S 8.4,1.6,1.6,10.99,8.99,7.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,7.99,7.49,6.99,1
BT-SPX-0076,BiNTEKÖ Screen Guard Premium HD Screen Protector - Asus Zenfone 2 (5.0 Inch),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0077,BiNTEKÖ Screen Guard Premium HD BiNTEKÖ Screen Protector - Asus Zenfone 2 (5.5 inch),0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0078,BiNTEKÖ Screen Guard Premium HD Screen Protector - Asus Padfone X,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0079,BiNTEKÖ Screen Guard Premium HD Screen Protector - Blackberry Passport,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0080,BiNTEKÖ Screen Guard Premium HD Screen Protector - Blackberry Classic,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0081,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei Ascend Mate 2,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0082,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei P8 Lite,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0083,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei P8,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0084,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei Honor 7,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0085,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei Ascend P7,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0086,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei Ascend G730,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0087,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei Ascend Y600,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0088,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei Ascend G6,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0089,BiNTEKÖ Screen Guard Premium HD Screen Protector - Huawei Ascend Y530,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0090,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC  Desire Eye,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0091,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 610,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0092,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 510,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0093,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC One 9+,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0094,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC One ME,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0095,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC E9+/E9,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0096,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 626,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0097,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 526G+,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0098,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 826,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0099,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 320,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0100,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 620,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0101,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 816,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0102,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Desire 820,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0103,BiNTEKÖ Screen Guard Premium HD Screen Protector - HTC Butterfly 2,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0104,BiNTEKÖ Screen Guard Premium HD Screen Protector - Lenovo A3900,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0105,BiNTEKÖ Screen Guard Premium HD Screen Protector - Lenovo K80,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0106,BiNTEKÖ Screen Guard Premium HD Screen Protector - Lenovo S60,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0108,BiNTEKÖ Screen Guard Premium HD Screen Protector - Lenovo A7000,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0109,BiNTEKÖ Screen Guard Premium HD Screen Protector - Lenovo A5000,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0110,BiNTEKÖ Screen Guard Premium HD Screen Protector - Lenovo P70,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
BT-SPX-0112,BiNTEKÖ Screen Guard Premium HD Screen Protector - Apple iPod Touch 5,0,0,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,3.99,2.99,0.99,1
